VENTMACH,VENTTUBE,INSUFFANESTH,EXPCO2,PVSAT,CO,MINVOL,PCWP,VENTALV,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,DISCONNECT,MINVOLSET
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,NORMAL,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,True,NORMAL
ZERO,ZERO,False,ZERO,HIGH,LOW,HIGH,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,False,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,True,NORMAL,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,NORMAL,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,True,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,HIGH,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,HIGH,False,ZERO,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,LOW
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
LOW,ZERO,True,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,ZERO,HIGH,HIGH,ZERO,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,True,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL
ZERO,ZERO,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL
LOW,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,False,LOW
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,NORMAL,False,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,HIGH
ZERO,ZERO,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,HIGH,HIGH,ZERO,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,HIGH,False,NORMAL
