Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID
2012,4,12,12,3,2012/12/12,WN,19393
2012,4,12,12,3,2012/12/12,WN,19393
2012,4,12,12,3,2012/12/12,WN,19393
2012,4,12,12,3,2012/12/12,DL,19790
2012,4,12,12,3,2012/12/12,UA,19977
2012,4,12,12,3,2012/12/12,AA,19805
2012,4,12,13,4,2012/12/13,OO,20304
2012,4,12,13,4,2012/12/13,OO,20304
2012,4,12,13,4,2012/12/13,WN,19393
2012,4,12,13,4,2012/12/13,WN,19393
2012,4,12,13,4,2012/12/13,UA,19977
2012,4,12,13,4,2012/12/13,WN,19393
2012,4,12,13,4,2012/12/13,WN,19393
2012,4,12,13,4,2012/12/13,DL,19790
2012,4,12,13,4,2012/12/13,EV,20366
2012,4,12,13,4,2012/12/13,OO,20304
2012,4,12,13,4,2012/12/13,UA,19977
2012,4,12,13,4,2012/12/13,EV,20366
2012,4,12,13,4,2012/12/13,DL,19790
2012,4,12,13,4,2012/12/13,VX,21171
2012,4,12,13,4,2012/12/13,B6,20409
2012,4,12,13,4,2012/12/13,F9,20436
2012,4,12,13,4,2012/12/13,WN,19393
2012,4,12,14,5,2012/12/14,B6,20409
2012,4,12,14,5,2012/12/14,EV,20366
2012,4,12,14,5,2012/12/14,FL,20437
2012,4,12,14,5,2012/12/14,EV,20366
2012,4,12,14,5,2012/12/14,DL,19790
2012,4,12,14,5,2012/12/14,WN,19393
2012,4,12,14,5,2012/12/14,UA,19977
2012,4,12,14,5,2012/12/14,UA,19977
2012,4,12,14,5,2012/12/14,US,20355
2012,4,12,14,5,2012/12/14,EV,20366
2012,4,12,14,5,2012/12/14,WN,19393
2012,4,12,14,5,2012/12/14,WN,19393
2012,4,12,14,5,2012/12/14,FL,20437
2012,4,12,14,5,2012/12/14,OO,20304
2012,4,12,14,5,2012/12/14,US,20355
2012,4,12,14,5,2012/12/14,FL,20437
2012,4,12,14,5,2012/12/14,AA,19805
2012,4,12,15,6,2012/12/15,B6,20409
2012,4,12,15,6,2012/12/15,VX,21171
2012,4,12,15,6,2012/12/15,WN,19393
2012,4,12,15,6,2012/12/15,OO,20304
2012,4,12,15,6,2012/12/15,US,20355
2012,4,12,15,6,2012/12/15,DL,19790
2012,4,12,15,6,2012/12/15,OO,20304
2012,4,12,15,6,2012/12/15,WN,19393
2012,4,12,15,6,2012/12/15,DL,19790
2012,4,12,15,6,2012/12/15,B6,20409
2012,4,12,15,6,2012/12/15,WN,19393
2012,4,12,15,6,2012/12/15,F9,20436
2012,4,12,15,6,2012/12/15,US,20355
2012,4,12,15,6,2012/12/15,US,20355
2012,4,12,16,7,2012/12/16,US,20355
2012,4,12,16,7,2012/12/16,WN,19393
2012,4,12,16,7,2012/12/16,EV,20366
2012,4,12,16,7,2012/12/16,EV,20366
2012,4,12,16,7,2012/12/16,EV,20366
2012,4,12,16,7,2012/12/16,US,20355
2012,4,12,16,7,2012/12/16,DL,19790
2012,4,12,16,7,2012/12/16,AA,19805
2012,4,12,16,7,2012/12/16,OO,20304
2012,4,12,16,7,2012/12/16,MQ,20398
2012,4,12,16,7,2012/12/16,OO,20304
2012,4,12,16,7,2012/12/16,HA,19690
2012,4,12,16,7,2012/12/16,UA,19977
2012,4,12,16,7,2012/12/16,MQ,20398
2012,4,12,16,7,2012/12/16,OO,20304
2012,4,12,16,7,2012/12/16,UA,19977
2012,4,12,17,1,2012/12/17,AA,19805
2012,4,12,17,1,2012/12/17,WN,19393
2012,4,12,17,1,2012/12/17,OO,20304
2012,4,12,17,1,2012/12/17,FL,20437
2012,4,12,17,1,2012/12/17,OO,20304
2012,4,12,17,1,2012/12/17,OO,20304
2012,4,12,17,1,2012/12/17,OO,20304
2012,4,12,17,1,2012/12/17,B6,20409
2012,4,12,17,1,2012/12/17,AS,19930
2012,4,12,17,1,2012/12/17,WN,19393
2012,4,12,17,1,2012/12/17,MQ,20398
2012,4,12,17,1,2012/12/17,WN,19393
2012,4,12,17,1,2012/12/17,UA,19977
2012,4,12,17,1,2012/12/17,AA,19805
2012,4,12,17,1,2012/12/17,VX,21171
2012,4,12,17,1,2012/12/17,WN,19393
2012,4,12,17,1,2012/12/17,DL,19790
2012,4,12,18,2,2012/12/18,EV,20366
2012,4,12,18,2,2012/12/18,AA,19805
2012,4,12,18,2,2012/12/18,UA,19977
2012,4,12,18,2,2012/12/18,DL,19790
2012,4,12,18,2,2012/12/18,EV,20366
2012,4,12,18,2,2012/12/18,WN,19393
2012,4,12,18,2,2012/12/18,MQ,20398
2012,4,12,18,2,2012/12/18,WN,19393
2012,4,12,18,2,2012/12/18,WN,19393
2012,4,12,18,2,2012/12/18,OO,20304
2012,4,12,18,2,2012/12/18,F9,20436
2012,4,12,18,2,2012/12/18,DL,19790
2012,4,12,18,2,2012/12/18,AA,19805
2012,4,12,18,2,2012/12/18,MQ,20398
2012,4,12,18,2,2012/12/18,WN,19393
2012,4,12,18,2,2012/12/18,DL,19790
2012,4,12,19,3,2012/12/19,DL,19790
2012,4,12,19,3,2012/12/19,MQ,20398
2012,4,12,19,3,2012/12/19,WN,19393
2012,4,12,19,3,2012/12/19,MQ,20398
2012,4,12,19,3,2012/12/19,YV,20378
2012,4,12,19,3,2012/12/19,UA,19977
2012,4,12,19,3,2012/12/19,EV,20366
2012,4,12,19,3,2012/12/19,WN,19393
2012,4,12,19,3,2012/12/19,DL,19790
2012,4,12,19,3,2012/12/19,OO,20304
2012,4,12,19,3,2012/12/19,AA,19805
2012,4,12,19,3,2012/12/19,OO,20304
2012,4,12,19,3,2012/12/19,MQ,20398
2012,4,12,19,3,2012/12/19,EV,20366
2012,4,12,19,3,2012/12/19,OO,20304
2012,4,12,19,3,2012/12/19,DL,19790
2012,4,12,19,3,2012/12/19,OO,20304
2012,4,12,2,7,2012/12/2,B6,20409
2012,4,12,2,7,2012/12/2,UA,19977
2012,4,12,2,7,2012/12/2,EV,20366
2012,4,12,2,7,2012/12/2,WN,19393
2012,4,12,2,7,2012/12/2,WN,19393
2012,4,12,2,7,2012/12/2,UA,19977
2012,4,12,2,7,2012/12/2,OO,20304
2012,4,12,2,7,2012/12/2,DL,19790
2012,4,12,2,7,2012/12/2,EV,20366
2012,4,12,2,7,2012/12/2,AS,19930
2012,4,12,2,7,2012/12/2,US,20355
2012,4,12,2,7,2012/12/2,WN,19393
2012,4,12,2,7,2012/12/2,US,20355
2012,4,12,2,7,2012/12/2,EV,20366
2012,4,12,2,7,2012/12/2,B6,20409
2012,4,12,2,7,2012/12/2,EV,20366
2012,4,12,20,4,2012/12/20,YV,20378
2012,4,12,20,4,2012/12/20,EV,20366
2012,4,12,20,4,2012/12/20,AA,19805
2012,4,12,20,4,2012/12/20,FL,20437
2012,4,12,20,4,2012/12/20,US,20355
2012,4,12,20,4,2012/12/20,US,20355
2012,4,12,20,4,2012/12/20,MQ,20398
2012,4,12,20,4,2012/12/20,FL,20437
2012,4,12,20,4,2012/12/20,AA,19805
2012,4,12,20,4,2012/12/20,AA,19805
2012,4,12,20,4,2012/12/20,MQ,20398
2012,4,12,20,4,2012/12/20,B6,20409
2012,4,12,20,4,2012/12/20,MQ,20398
2012,4,12,20,4,2012/12/20,YV,20378
2012,4,12,20,4,2012/12/20,US,20355
2012,4,12,20,4,2012/12/20,WN,19393
2012,4,12,20,4,2012/12/20,WN,19393
2012,4,12,21,5,2012/12/21,AA,19805
2012,4,12,21,5,2012/12/21,EV,20366
2012,4,12,21,5,2012/12/21,DL,19790
2012,4,12,21,5,2012/12/21,EV,20366
2012,4,12,21,5,2012/12/21,AS,19930
2012,4,12,21,5,2012/12/21,UA,19977
2012,4,12,21,5,2012/12/21,OO,20304
2012,4,12,21,5,2012/12/21,YV,20378
2012,4,12,21,5,2012/12/21,FL,20437
2012,4,12,21,5,2012/12/21,US,20355
2012,4,12,21,5,2012/12/21,DL,19790
2012,4,12,21,5,2012/12/21,DL,19790
2012,4,12,21,5,2012/12/21,OO,20304
2012,4,12,21,5,2012/12/21,WN,19393
2012,4,12,21,5,2012/12/21,UA,19977
2012,4,12,21,5,2012/12/21,MQ,20398
2012,4,12,21,5,2012/12/21,US,20355
2012,4,12,21,5,2012/12/21,OO,20304
2012,4,12,22,6,2012/12/22,FL,20437
2012,4,12,22,6,2012/12/22,AA,19805
2012,4,12,22,6,2012/12/22,DL,19790
2012,4,12,22,6,2012/12/22,EV,20366
2012,4,12,22,6,2012/12/22,MQ,20398
2012,4,12,22,6,2012/12/22,EV,20366
2012,4,12,22,6,2012/12/22,UA,19977
2012,4,12,22,6,2012/12/22,US,20355
2012,4,12,22,6,2012/12/22,MQ,20398
2012,4,12,22,6,2012/12/22,EV,20366
2012,4,12,22,6,2012/12/22,DL,19790
2012,4,12,22,6,2012/12/22,US,20355
2012,4,12,22,6,2012/12/22,EV,20366
2012,4,12,22,6,2012/12/22,EV,20366
2012,4,12,22,6,2012/12/22,UA,19977
2012,4,12,23,7,2012/12/23,AA,19805
2012,4,12,23,7,2012/12/23,UA,19977
2012,4,12,23,7,2012/12/23,WN,19393
2012,4,12,23,7,2012/12/23,AA,19805
2012,4,12,23,7,2012/12/23,OO,20304
2012,4,12,23,7,2012/12/23,US,20355
2012,4,12,23,7,2012/12/23,MQ,20398
2012,4,12,23,7,2012/12/23,WN,19393
2012,4,12,23,7,2012/12/23,FL,20437
2012,4,12,23,7,2012/12/23,OO,20304
2012,4,12,23,7,2012/12/23,FL,20437
2012,4,12,23,7,2012/12/23,OO,20304
2012,4,12,23,7,2012/12/23,AA,19805
2012,4,12,23,7,2012/12/23,B6,20409
2012,4,12,23,7,2012/12/23,US,20355
2012,4,12,23,7,2012/12/23,WN,19393
2012,4,12,24,1,2012/12/24,MQ,20398
2012,4,12,24,1,2012/12/24,DL,19790
2012,4,12,24,1,2012/12/24,OO,20304
2012,4,12,24,1,2012/12/24,OO,20304
2012,4,12,24,1,2012/12/24,US,20355
2012,4,12,24,1,2012/12/24,AS,19930
2012,4,12,24,1,2012/12/24,B6,20409
2012,4,12,24,1,2012/12/24,B6,20409
2012,4,12,24,1,2012/12/24,UA,19977
2012,4,12,24,1,2012/12/24,EV,20366
2012,4,12,24,1,2012/12/24,OO,20304
2012,4,12,24,1,2012/12/24,US,20355
2012,4,12,24,1,2012/12/24,DL,19790
2012,4,12,24,1,2012/12/24,UA,19977
2012,4,12,25,2,2012/12/25,US,20355
2012,4,12,25,2,2012/12/25,B6,20409
2012,4,12,25,2,2012/12/25,MQ,20398
2012,4,12,25,2,2012/12/25,US,20355
2012,4,12,25,2,2012/12/25,B6,20409
2012,4,12,25,2,2012/12/25,WN,19393
2012,4,12,25,2,2012/12/25,UA,19977
2012,4,12,25,2,2012/12/25,EV,20366
2012,4,12,25,2,2012/12/25,MQ,20398
2012,4,12,25,2,2012/12/25,UA,19977
2012,4,12,25,2,2012/12/25,DL,19790
2012,4,12,25,2,2012/12/25,US,20355
2012,4,12,25,2,2012/12/25,MQ,20398
2012,4,12,26,3,2012/12/26,EV,20366
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,UA,19977
2012,4,12,26,3,2012/12/26,UA,19977
2012,4,12,26,3,2012/12/26,OO,20304
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,EV,20366
2012,4,12,26,3,2012/12/26,AA,19805
2012,4,12,26,3,2012/12/26,OO,20304
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,EV,20366
2012,4,12,26,3,2012/12/26,AA,19805
2012,4,12,26,3,2012/12/26,WN,19393
2012,4,12,26,3,2012/12/26,EV,20366
2012,4,12,26,3,2012/12/26,DL,19790
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,OO,20304
2012,4,12,27,4,2012/12/27,US,20355
2012,4,12,27,4,2012/12/27,UA,19977
2012,4,12,27,4,2012/12/27,UA,19977
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,DL,19790
2012,4,12,27,4,2012/12/27,UA,19977
2012,4,12,27,4,2012/12/27,US,20355
2012,4,12,27,4,2012/12/27,DL,19790
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,FL,20437
2012,4,12,27,4,2012/12/27,F9,20436
2012,4,12,27,4,2012/12/27,WN,19393
2012,4,12,27,4,2012/12/27,DL,19790
2012,4,12,27,4,2012/12/27,DL,19790
2012,4,12,28,5,2012/12/28,UA,19977
2012,4,12,28,5,2012/12/28,WN,19393
2012,4,12,28,5,2012/12/28,AS,19930
2012,4,12,28,5,2012/12/28,EV,20366
2012,4,12,28,5,2012/12/28,EV,20366
2012,4,12,28,5,2012/12/28,UA,19977
2012,4,12,28,5,2012/12/28,MQ,20398
2012,4,12,28,5,2012/12/28,MQ,20398
2012,4,12,28,5,2012/12/28,WN,19393
2012,4,12,28,5,2012/12/28,EV,20366
2012,4,12,28,5,2012/12/28,WN,19393
2012,4,12,28,5,2012/12/28,EV,20366
2012,4,12,28,5,2012/12/28,UA,19977
2012,4,12,28,5,2012/12/28,WN,19393
2012,4,12,28,5,2012/12/28,EV,20366
2012,4,12,28,5,2012/12/28,AA,19805
2012,4,12,28,5,2012/12/28,MQ,20398
2012,4,12,29,6,2012/12/29,B6,20409
2012,4,12,29,6,2012/12/29,DL,19790
2012,4,12,29,6,2012/12/29,OO,20304
2012,4,12,29,6,2012/12/29,WN,19393
2012,4,12,29,6,2012/12/29,AA,19805
2012,4,12,29,6,2012/12/29,WN,19393
2012,4,12,29,6,2012/12/29,F9,20436
2012,4,12,29,6,2012/12/29,DL,19790
2012,4,12,29,6,2012/12/29,DL,19790
2012,4,12,29,6,2012/12/29,B6,20409
2012,4,12,29,6,2012/12/29,B6,20409
2012,4,12,29,6,2012/12/29,OO,20304
2012,4,12,29,6,2012/12/29,WN,19393
2012,4,12,29,6,2012/12/29,UA,19977
2012,4,12,3,1,2012/12/3,AS,19930
2012,4,12,3,1,2012/12/3,UA,19977
2012,4,12,3,1,2012/12/3,WN,19393
2012,4,12,3,1,2012/12/3,FL,20437
2012,4,12,3,1,2012/12/3,EV,20366
2012,4,12,3,1,2012/12/3,MQ,20398
2012,4,12,3,1,2012/12/3,AA,19805
2012,4,12,3,1,2012/12/3,UA,19977
2012,4,12,3,1,2012/12/3,UA,19977
2012,4,12,3,1,2012/12/3,WN,19393
2012,4,12,3,1,2012/12/3,YV,20378
2012,4,12,3,1,2012/12/3,AA,19805
2012,4,12,3,1,2012/12/3,DL,19790
2012,4,12,3,1,2012/12/3,WN,19393
2012,4,12,3,1,2012/12/3,WN,19393
2012,4,12,3,1,2012/12/3,OO,20304
2012,4,12,3,1,2012/12/3,MQ,20398
2012,4,12,30,7,2012/12/30,EV,20366
2012,4,12,30,7,2012/12/30,WN,19393
2012,4,12,30,7,2012/12/30,OO,20304
2012,4,12,30,7,2012/12/30,OO,20304
2012,4,12,30,7,2012/12/30,F9,20436
2012,4,12,30,7,2012/12/30,MQ,20398
2012,4,12,30,7,2012/12/30,WN,19393
2012,4,12,30,7,2012/12/30,FL,20437
2012,4,12,30,7,2012/12/30,DL,19790
2012,4,12,30,7,2012/12/30,AA,19805
2012,4,12,30,7,2012/12/30,VX,21171
2012,4,12,30,7,2012/12/30,AS,19930
2012,4,12,30,7,2012/12/30,AA,19805
2012,4,12,30,7,2012/12/30,US,20355
2012,4,12,30,7,2012/12/30,WN,19393
2012,4,12,30,7,2012/12/30,AA,19805
2012,4,12,31,1,2012/12/31,US,20355
2012,4,12,31,1,2012/12/31,B6,20409
2012,4,12,31,1,2012/12/31,B6,20409
2012,4,12,31,1,2012/12/31,MQ,20398
2012,4,12,31,1,2012/12/31,OO,20304
2012,4,12,31,1,2012/12/31,DL,19790
2012,4,12,31,1,2012/12/31,WN,19393
2012,4,12,31,1,2012/12/31,HA,19690
2012,4,12,31,1,2012/12/31,DL,19790
2012,4,12,31,1,2012/12/31,F9,20436
2012,4,12,31,1,2012/12/31,OO,20304
2012,4,12,31,1,2012/12/31,EV,20366
2012,4,12,31,1,2012/12/31,WN,19393
2012,4,12,31,1,2012/12/31,US,20355
2012,4,12,4,2,2012/12/4,EV,20366
2012,4,12,4,2,2012/12/4,US,20355
2012,4,12,4,2,2012/12/4,WN,19393
2012,4,12,4,2,2012/12/4,EV,20366
2012,4,12,4,2,2012/12/4,FL,20437
2012,4,12,4,2,2012/12/4,EV,20366
2012,4,12,4,2,2012/12/4,WN,19393
2012,4,12,4,2,2012/12/4,WN,19393
2012,4,12,4,2,2012/12/4,WN,19393
2012,4,12,4,2,2012/12/4,MQ,20398
2012,4,12,4,2,2012/12/4,DL,19790
2012,4,12,4,2,2012/12/4,B6,20409
2012,4,12,4,2,2012/12/4,EV,20366
2012,4,12,4,2,2012/12/4,MQ,20398
2012,4,12,4,2,2012/12/4,US,20355
2012,4,12,4,2,2012/12/4,US,20355
2012,4,12,5,3,2012/12/5,WN,19393
2012,4,12,5,3,2012/12/5,EV,20366
2012,4,12,5,3,2012/12/5,WN,19393
2012,4,12,5,3,2012/12/5,AS,19930
2012,4,12,5,3,2012/12/5,DL,19790
2012,4,12,5,3,2012/12/5,WN,19393
2012,4,12,5,3,2012/12/5,WN,19393
2012,4,12,5,3,2012/12/5,B6,20409
2012,4,12,5,3,2012/12/5,UA,19977
2012,4,12,5,3,2012/12/5,AA,19805
2012,4,12,5,3,2012/12/5,EV,20366
2012,4,12,5,3,2012/12/5,UA,19977
2012,4,12,5,3,2012/12/5,DL,19790
2012,4,12,5,3,2012/12/5,DL,19790
2012,4,12,5,3,2012/12/5,OO,20304
2012,4,12,5,3,2012/12/5,YV,20378
2012,4,12,6,4,2012/12/6,OO,20304
2012,4,12,6,4,2012/12/6,AA,19805
2012,4,12,6,4,2012/12/6,OO,20304
2012,4,12,6,4,2012/12/6,FL,20437
2012,4,12,6,4,2012/12/6,EV,20366
2012,4,12,6,4,2012/12/6,OO,20304
2012,4,12,6,4,2012/12/6,WN,19393
2012,4,12,6,4,2012/12/6,AS,19930
2012,4,12,6,4,2012/12/6,EV,20366
2012,4,12,6,4,2012/12/6,B6,20409
2012,4,12,6,4,2012/12/6,MQ,20398
2012,4,12,6,4,2012/12/6,AS,19930
2012,4,12,6,4,2012/12/6,WN,19393
2012,4,12,6,4,2012/12/6,YV,20378
2012,4,12,6,4,2012/12/6,WN,19393
2012,4,12,6,4,2012/12/6,B6,20409
2012,4,12,6,4,2012/12/6,WN,19393
2012,4,12,7,5,2012/12/7,DL,19790
2012,4,12,7,5,2012/12/7,OO,20304
2012,4,12,7,5,2012/12/7,UA,19977
2012,4,12,7,5,2012/12/7,EV,20366
2012,4,12,7,5,2012/12/7,EV,20366
2012,4,12,7,5,2012/12/7,UA,19977
2012,4,12,7,5,2012/12/7,VX,21171
2012,4,12,7,5,2012/12/7,US,20355
2012,4,12,7,5,2012/12/7,B6,20409
2012,4,12,7,5,2012/12/7,MQ,20398
2012,4,12,7,5,2012/12/7,AA,19805
2012,4,12,7,5,2012/12/7,US,20355
2012,4,12,7,5,2012/12/7,WN,19393
2012,4,12,7,5,2012/12/7,EV,20366
2012,4,12,7,5,2012/12/7,DL,19790
2012,4,12,7,5,2012/12/7,EV,20366
2012,4,12,7,5,2012/12/7,US,20355
2012,4,12,8,6,2012/12/8,OO,20304
2012,4,12,8,6,2012/12/8,DL,19790
2012,4,12,8,6,2012/12/8,WN,19393
2012,4,12,8,6,2012/12/8,US,20355
2012,4,12,8,6,2012/12/8,US,20355
2012,4,12,8,6,2012/12/8,DL,19790
2012,4,12,8,6,2012/12/8,OO,20304
2012,4,12,8,6,2012/12/8,EV,20366
2012,4,12,8,6,2012/12/8,WN,19393
2012,4,12,8,6,2012/12/8,US,20355
2012,4,12,8,6,2012/12/8,WN,19393
2012,4,12,8,6,2012/12/8,UA,19977
2012,4,12,8,6,2012/12/8,FL,20437
2012,4,12,9,7,2012/12/9,DL,19790
2012,4,12,9,7,2012/12/9,WN,19393
2012,4,12,9,7,2012/12/9,UA,19977
2012,4,12,9,7,2012/12/9,WN,19393
2012,4,12,9,7,2012/12/9,OO,20304
2012,4,12,9,7,2012/12/9,OO,20304
2012,4,12,9,7,2012/12/9,DL,19790
2012,4,12,9,7,2012/12/9,EV,20366
2012,4,12,9,7,2012/12/9,B6,20409
2012,4,12,9,7,2012/12/9,MQ,20398
2012,4,12,9,7,2012/12/9,EV,20366
2012,4,12,9,7,2012/12/9,AA,19805
2012,4,12,9,7,2012/12/9,FL,20437
2012,4,12,9,7,2012/12/9,WN,19393
2012,4,12,9,7,2012/12/9,EV,20366
2012,4,12,9,7,2012/12/9,AA,19805
