index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
77900,406-4743521-5929938,2005/8/22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-XL,Set,XL,B09KXW4WQC,Shipped,1,INR,629,NEW DELHI,DELHI,110075,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI;Amazon PLCC Free-Financing Universal Merchant AAT-RVL5KAXRIWHV2;Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC;Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q;Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6;Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2;Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI;Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4;Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I;Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY;Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
72246,405-5002489-8637903,05-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,635,New Delhi,DELHI,110075,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-ME7D3ZA4R4KII;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI;Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
71283,406-8532058-7080311,05-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-XL,kurta,XL,B07R5WRWSH,Shipped,1,INR,318,NEW DELHI,DELHI,110076,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI;Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2;Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM;Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY;Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
64017,408-6155916-3594752,05-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3904,JNE3904-DR-S,Western Dress,S,B09Y282Q7Y,Shipped,1,INR,599,NEW DELHI,DELHI,110077,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;VPC-44571-41445527 Coupon;Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-BAO77QKKMJQIM;Amazon PLCC Free-Financing Universal Merchant AAT-4ZN7U6MMDFGWM;Amazon PLCC Free-Financing Universal Merchant AAT-PAWHL2EB33U42;Amazon PLCC Free-Financing Universal Merchant AAT-7WX4JYESZISLU;Amazon PLCC Free-Financing Universal Merchant AAT-CIX56SGGAWUYW;Amazon PLCC Free-Financing Universal Merchant AAT-DMQVBJASKTAHS;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
59926,405-1795705-7982721,05-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3905,JNE3905-DR-XXL,Western Dress,XXL,B09YYR23XR,Shipped,1,INR,625,New Delhi,DELHI,110078,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-4ZN7U6MMDFGWM;Amazon PLCC Free-Financing Universal Merchant AAT-PAWHL2EB33U42;Amazon PLCC Free-Financing Universal Merchant AAT-7WX4JYESZISLU;Amazon PLCC Free-Financing Universal Merchant AAT-CIX56SGGAWUYW;Amazon PLCC Free-Financing Universal Merchant AAT-DMQVBJASKTAHS;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
74537,405-8764316-5201126,2005/11/22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3622,JNE3622-KR-L,kurta,L,B08W1SPSPH,Shipped,1,INR,349,NEW DELHI,DELHI,110084,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI;Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
79876,402-4238067-3466759,2005/7/22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XXL,Set,XXL,B09TZTF5VF,Shipped,1,INR,1036,NEW DELHI,DELHI,110085,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA;Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI;Amazon PLCC Free-Financing Universal Merchant AAT-RVL5KAXRIWHV2;Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC;Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q;Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6;Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2;Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI;Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4;Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I;Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY;Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
51174,402-1126139-5449166,05-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0333,J0333-DR-M,Western Dress,M,B0982ZV9GB,Shipped,1,INR,885,NEW DELHI,DELHI,110085,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-CAK4QZ7KEFRQU;Amazon PLCC Free-Financing Universal Merchant AAT-YZJ5BRTPINRLK;Amazon PLCC Free-Financing Universal Merchant AAT-SNWJTEAZA2JRI;Amazon PLCC Free-Financing Universal Merchant AAT-BBJ6FVTP3QKBO;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
88899,402-4958103-2231546,2005/2/22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3787,JNE3787-KR-XS,kurta,XS,B09RKDTPRF,Shipped,1,INR,487,NEW DELHI,DELHI,110085,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
72076,171-0921542-9617950,05-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XL,Set,XL,B09M75WS4Q,Shipped,1,INR,613,NEW DELHI,DELHI,110087,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766;Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC;Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI;Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
61499,171-2528152-9305913,05-22-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0297,J0297-TP-M,Top,M,B099S7RJ69,Shipped,1,INR,574,delhi,DELHI,110091,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-4ZN7U6MMDFGWM;Amazon PLCC Free-Financing Universal Merchant AAT-PAWHL2EB33U42;Amazon PLCC Free-Financing Universal Merchant AAT-7WX4JYESZISLU;Amazon PLCC Free-Financing Universal Merchant AAT-CIX56SGGAWUYW;Amazon PLCC Free-Financing Universal Merchant AAT-DMQVBJASKTAHS;Amazon PLCC Free-Financing Universal Merchant AAT-5VXFLMD6EKIFC;Amazon PLCC Free-Financing Universal Merchant AAT-QDW37TTFGOP5C;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
80542,406-8449006-6683508,2005/6/22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0213,J0213-TP-S,Top,S,B0965L4WB7,Shipped,1,INR,563,NEW DELHI,DELHI,110092,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE;Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA;Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI;Amazon PLCC Free-Financing Universal Merchant AAT-CPIZVVXYOLZ5S;Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC;Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q;Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6;Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2;Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI;Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4;Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I;Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY;Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,False,Easy Ship,False
56917,405-5635525-9886705,05-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0173,J0173-DR-XS,Western Dress,XS,B08N4DLL7D,Shipped,1,INR,420,NEW DELHI,DELHI,110092,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,False,Easy Ship,False
