Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2555565,ARTURO'S TACOS,ARTURO'S TACOS,17234.0,Restaurant,Risk 1 (High),2001 N WESTERN AVE ,CHICAGO,IL,60647.0,05/11/2022,Complaint,Pass w/ Conditions,2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER PRESENT WHILE TCS FOOD (RICE AT 135F) WAS BEING PREPARED AND SERVED.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE TCS FOODS ARE BEING PREPARED OR SERVED.  PRIORITY FOUNDATION 7-38-012.  CITATION ISSUED. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER COLD HOLDING TEMPERATURES ON TCS FOODS INSIDE OF THE WALK-IN COOLERS.  OBSERVED SOUP AT 45F; COOKED RICE AT 50.1F; AND BEEF TONGUE AT 55.8F.  MANAGEMENT INSTRUCTED TO MAINTAIN COLD TCS FOODS BELOW 41F.  PRIORITY VIOLATION 7-38-005.  CITATION ISSUED. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED BOXES OF STOCK ITEMS STORED UNDERNEATH SEWAGE LINES IN THE BASEMENT ON STORAGE SHELVES.  MANAGEMENT INSTRUCTED TO MOVE THE BOXES OR SHIELD THE SEWAGE LINES TO INTERCEPT POTENTIAL DRIPS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE TOP OF THE DISH MACHINE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED; SUPPLIED; & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN THE WOMEN'S WASHROOM.  MANAGEMENT INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED; MAINTAINED & CLEAN - Comments: CLEAN THE FLOOR IN THE REAR PREP AREA BENEATH THE COOKING EQUIPMENT. | 55. PHYSICAL FACILITIES INSTALLED; MAINTAINED & CLEAN - Comments: REPAIR THE HOLE IN THE CEILING DRYWALL NEXT TO THE REAR EXIT DOOR.,41.91760789,-87.687264,(41.91760789157746; -87.68726399716304)
1559687,JOE'S BARBQUE; INC,JOE'S BARBQUE,18234.0,Restaurant,Risk 1 (High),4900 W MADISON ST ,CHICAGO,IL,60644.0,06/29/2015,Short Form Complaint,Pass,35. WALLS; CEILINGS; ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR; SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO SEAL THE OPENING AROUND THE PIPE LEADING TO THE UPSTAIRS VACANT BUILDING; PIPE IS IN THE STORAGE ROOM WHERE THE FURNACE IS LOCATED. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: ALL FOOD HANDLERS THAT ARE NOT CITY OF CHICAGO FOOD SERVICE MANAGERS MUST OBTAIN THE IDPH FOOD HANDLER TRAINING CERTIFICATE.,41.88057115,-87.74795725,(41.880571145964275; -87.74795724892677)
284417,POTASH BROS INC,POTASH BROS,19826.0,Grocery Store,Risk 1 (High),875 N STATE ST ,CHICAGO,IL,60610.0,08/17/2010,Complaint Re-Inspection,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures; such as toilets; sinks; washbasins; etc.; must be adequately trapped; vented; and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.    MUST REPAIR COLD WATER HANDLE AT HAND SINK IN FRESH MEAT PREP AREA.,41.8988782,-87.62811115,(41.89887819742381; -87.6281111483033)
565281,THE GREAT STATE FARE,BURGER KING,20481.0,Restaurant,Risk 2 (Medium),100 W RANDOLPH ST ,CHICAGO,IL,60601.0,04/05/2011,Complaint-Fire,Fail,16. FOOD PROTECTED DURING STORAGE; PREPARATION; DISPLAY; SERVICE AND TRANSPORTATION - Comments: All food should be properly protected from contamination during storage; preparation; display; service; and transportation.    THE ICE MACHINE HAS A HEAVY RUST AND BACTERIAL BUILDUP INSIDE THE ICE BIN; HAVE THE BUILDUP CLEANED OFF AND SANITIZED. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED; CONSTRUCTED; MAINTAINED; INSTALLED; LOCATED AND OPERATED - Comments: All dishwashing machines must be of a type that complies with all requirements of the plumbing section of the Municipal Code of Chicago and Rules and Regulation of the Board of Health.    THE DRAIN PIPE UNDER THE THREE COMPARTMENT SINK LEAKS; REPAIR THE LEAKING WASTE WATERLINE; THE MAIN DISHROOM IS BEING USED AS AN ALTERNATE SANITIZING FACILITY. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code; be smooth and easily cleaned; and be kept clean and in good repair.    THE FLOORS ARE DIRTY THROUGHOUT THE FACILITY.  CLEAN AND MAINTAIN THE FLOORS AND BASEBOARDS SO THEY ARE SMOOTH AND SANITARY FROM CORNER TO CORNER. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED; FIXTURES SHIELDED - Comments: CLEAN THE DEAD BUGS OUT OF THE LIGHT SHIELDS.,41.88458627,-87.63101045,(41.88458626715456; -87.63101044588599)
2511139,SIAM FOOD COMPANY,SIAM FOOD COMPANY,21017.0,Restaurant,Risk 1 (High),1639-1643 E 55TH ST ,CHICAGO,IL,60615.0,06/10/2021,Complaint,Fail,10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SINK IN FRONT PREP/BEVERAGE AREA. INSTRUCTED MANAGER TO INSTALL HAND WASHING SINK WITH HOT AND COLD RUNNING WATER; SOAP AND PAPER TOWELS. PRIORITY FOUNDATION 7-38-030(C) ISSUED. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED TO CLEAN THE VENTS IN THE HOODED SYSTEM ABOVE COOKING EQUIPMENT. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM JUNE 12; 2020 AS REQUIRED; MUST CORRECT.   #10 OBSERVED NO HAND WASHING SIGN AT HAND WASHING SINK IN PREP AREA; INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN.  #39 OBSERVED FOOD ITEMS STORED ON FLOOR IN REAR PREP AREA; INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS AT LEAST SIX INCHES OFF FLOOR.  #45 OBSERVED SINGLE SERVICE ARTICLES STORED IN BASEMENT UNDER WASTE LINES NOT SHIELDED FROM POTENTIAL LEAKAGE.  INSTRUCTED MANAGER TO ENCASE ALL WASTE LINES IN BASEMENT TO PROTECT FOOD ITEMS FROM POTENTIAL LEAKAGE.  #49 OBSERVED RESIDUE ON INTERIOR SURFACES OF ICE MACHINE.  OBSERVED ACCUMMULATED GREASE AND FOOD SPILLS INSIDE OF FRYER CABINETS AND BOTTOM SURFACES OF GRILL AND STOVE; INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.  #53 OBSERVED NO COVERED WASTE RECEPTACLE IN WOMEN WASHROOM; INSTRUCTED MANAGER TO PROVIDE.  PRIORITY FOUNDATION VIOLATION 7-42-090. ,41.79510543,-87.58504595,(41.79510542605091; -87.5850459490581)
2312843,MORRY'S DELI,MORRY'S DELI,22181.0,Restaurant,Risk 1 (High),5500 S CORNELL AVE,CHICAGO,IL,60637.0,09/24/2019,Canvass Re-Inspection,Pass,55. PHYSICAL FACILITIES INSTALLED; MAINTAINED & CLEAN - Comments: MUST REPAIR/REPLACE DAMAGED WALL TILES AT REAR STORAGE AREA WHERE UPRIGHT 2-DR FREEZERS ARE. ORGANIZE AND MAINTAIN AT ALL TIMES.  | 55. PHYSICAL FACILITIES INSTALLED; MAINTAINED & CLEAN - Comments: REMOVE ALL UNNECESSARY ARTICLES AND UNUSED EQUIPMENT; CLUTTER THROUGHOUT. ORGANIZE AND MAINTAIN AT ALL TIMES.,41.79511921,-87.58555526,(41.79511921013982; -87.58555525977029)
1154847,Haley; Alex  Mod.,Haley; Alex  Mod.,22302.0,School,Risk 1 (High),11413 S Eggleston (400W) ,CHICAGO,IL,60628.0,02/01/2013,Canvass Re-Inspection,Pass,34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: REPLACE DAMAGED FLOOR TILES IN KITCHEN. | 35. WALLS; CEILINGS; ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR; SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS; CRACKS; CREVICES IN WALLS AND CEILINGS; AROUND PIPE FITTINGS; ALONG BASEBOARDS; IN KITCHEN; CLASSROOMS; TEACHERS WASHROOMS; TEACHERS LOUNGE; ETC.  REPLACE STAINED CEILING TILES IN ALL AREAS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE VENTILATION IN KITCHEN WASHROOOM. | 41. PREMISES MAINTAINED FREE OF LITTER; UNNECESSARY ARTICLES; CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE BOOK STORAGE ROOMS TO PREVENT PEST HARBORAGE. PROVIDE ACCESS TO ALL LOCKED CABINETS IN PRE-K CLASSROOM. ALL CABINETS MUST BE CLEAN AND FREE OF PEST ACTIVITY.  ,41.68658068,-87.63359285,(41.68658068006822; -87.63359285406624)
1490595,TRATTORIA PIZZERIA ROMA,WOODIE'S FLAT,22361.0,Restaurant,Risk 1 (High),1535 N WELLS ST ,CHICAGO,IL,60610.0,07/15/2014,Canvass,Fail,18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED; A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED LIVE FRUIT FLIES ON THE WALLS AND CEILING BEHIND THE 2ND FLOOR BAR AND DINING AREA.  20 LIVE FRUIT FLIES WERE OBSERVED IN THIS AREA.  ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE THE PEST ACTIVITY.  SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED; CONSTRUCTED AND MAINTAINED - Comments: REPLACE THE TORN DOOR GASKETS FOR THE 2 DOOR PREP COOLER.  MUST PROVIDE ICE BIN COVERS FOR ALL ICE BINS BEHIND ALL BARS. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: MAINTAIN THE FLOOR DRY AND CLEAN BEHIND THE BARS.,41.91018953,-87.63453317,(41.91018952506366; -87.63453316663663)
1575578,SARAH & LEE'S CAFE & CATERING,SARAH & LEE'S CAFE & CATERING,22641.0,Restaurant,Risk 1 (High),5535 W CHICAGO AVE ,CHICAGO,IL,60651.0,09/15/2015,Canvass,Pass,33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN; FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN THE EXTERIOR SURFACES OF THE COOKING EQUIPMENT IN GRILL AREA. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOR UNDER COOKING EQUIPMENT. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: THE SELF CLOSING DEVICE AT THE WASHROOM DOOR IS NOT ATTACHED; MUST ATTACH THE SELF CLOSING DEVICE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE FAUCET NECK AT THE THREE COMP SINK IS LEAKING; MUST REPAIR LEAKING AT THE FAUCET NECK OF THE THREE COMP SINK.,41.89474835,-87.76505696,(41.89474834949864; -87.76505696129178)
1946619,TIMOTHY O'TOOLE'S,TIMOTHY O'TOOLE'S,22811.0,Restaurant,Risk 1 (High),622 N FAIRBANKS CT ,CHICAGO,IL,60611.0,07/14/2016,Canvass,Fail,16. FOOD PROTECTED DURING STORAGE; PREPARATION; DISPLAY; SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED FROM CONTAMINATION DURING STORAGE INSIDE OF THE ICE MACHINE: OBSERVED PINK; BROWN; AND BLACK MOLD LIKE SUBSTANCE COVERINGING THE INTERIOR SURFACE OF THE ICE MACHINE IN DIRECT CONTACT WITH ICE. INSTRUCTED TO HAVE INTERIOR SURFACE SERVICED; DETAIL CLEANED; AND SANITIZED. SERIOUS VIOLATION 7-38-005A | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED; CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR THE DOOR PANEL ON THE INTERIOR OF THE WALK-IN FREEZER DOOR; SHEET METAL ATTACHED TO DOOR IS JAGGED AND MUST BE RE-ATTACHED OR REPLACED TO PROVIDE A SMOOTH EASILY CLEANABLE SURFACE AND TO PREVENT WORKPLACE INJURY. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED; CONSTRUCTED AND MAINTAINED - Comments: REPLACE OR RESURFACE RUSTED FOOD STORAGE SHELVES IN THE WALK-IN COOLER AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN; FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE CAN OPENER BLADE ATTACHED TO PREP TABLE IN KITCHEN TO REMOVE FOOD DEBRIS BUILDUP AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN THE FLOORS ON THE SIDE OF THE REACH-IN FREEZER ON THE FOOD LINE TO REMOVE BUILDUP AND MAINTAIN.,41.8933654,-87.62042206,(41.89336539713901; -87.62042205744733)
670597,OSTIONERIA RESTAURANT EL EL TECOLOTE,OSTIONERIA RESTAURANT EL EL TECOLOTE,22952.0,Restaurant,Risk 1 (High),3519 W 26TH ST ,CHICAGO,IL,60623.0,02/17/2012,Canvass,Pass,32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED; CONSTRUCTED AND MAINTAINED - Comments: PREVIOUS VIOLATIONS CORRECTED.    MUST RESEAL OR REPLACE LOOSE RUBBER GASKET AT TALL TWO DOOR COOLER IN KITCHEN TO AVOID ESCAPING AIR.  (UNIT HOLDING AT PROPER TEMP AT THIS TIME. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code; be smooth and easily cleaned; and be kept clean and in good repair.  CLEAN FLOOR UNDER AND AROUND SOME EQUIPMENT WHERE NEEDED. | 35. WALLS; CEILINGS; ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR; SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.  PAINT WALL OF EMPLOYEE WASHROOM IN REAR OF KITCHEN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR VENTILATION FAN IN MENS WASHROOM.,41.84429435,-87.71323173,(41.84429434676733; -87.71323173049662)
363428,The Manor,The Manor,22971.0,Restaurant,Risk 1 (High),4152-4158 W 47TH ST ,CHICAGO,IL,60632.0,12/07/2010,Canvass,Pass,34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code; be smooth and easily cleaned; and be kept clean and in good repair.MUST CLEAN FLOOR DRAIN IN BAR AREA. | 35. WALLS; CEILINGS; ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR; SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.MUST REPLACE MISSING WALL BASES IN BAR AREA.MUST SCRAPE & PAINT PEELING PAINT ON WALLS & CEILINGS IN COAT CHECK ROOM;MEN'S & WOMEN'S TOILET ROOMS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED; FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared; or in which utensils are washed; shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces.REPLACE BURNT OUT LIGHT BULB IN COAT CHECK ROOM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures; such as toilets; sinks; washbasins; etc.; must be adequately trapped; vented; and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.MUST REPAIR OR REPLACE LEAKY COMPRESSOR LINE IN WALK IN COOLER. | 41. PREMISES MAINTAINED FREE OF LITTER; UNNECESSARY ARTICLES; CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.MUST ELEVATE ARTICLES OFF OF FLOOR IN LIQUOR STORAGE & FURNANCE ROOM.,41.8079245,-87.72816395,(41.80792449729992; -87.72816394877388)
1953596,STARBUCKS COFFEE #2215,STARBUCKS COFFEE,23051.0,Restaurant,Risk 2 (Medium),828 N STATE ST ,CHICAGO,IL,60610.0,09/01/2016,Canvass,Pass,33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN; FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE COUNTER PREP AREA TO REMOVE CREAM AND COFFEE DEBRIS. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN AND SANITIZE THE FLOORS IN THE REAR PREP TO REMOVE DIRT DEBRIS.,41.89754225,-87.62836994,(41.89754225054248; -87.62836994336708)
1271299,Edgebrook,Edgebrook,23071.0,School,Risk 1 (High),6525 N Hiawatha (5348W) ,CHICAGO,IL,60646.0,08/07/2012,Canvass,Fail,8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN; PROPER TEMPERATURE; CONCENTRATION; EXPOSURE TIME - Comments: Hot temperature dish machine not reaching 180f for rinse cycle; above dish machine only reaching 119f for rinse cycle; hot temperature dish machine must reach 180f for final rinse.(no citation due to pre-operational inspection assignment) | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES; CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: Found bathrooms in new building addition 1st floor; 2nd floor with no soap; and soap dispenser units; must provide soap; and soap dispenser units to all staff bathrooms; student bathrooms. No citation issued due to pre-operational inspection assignment. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED; A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Found observed front entrance/exit doors not rodent proofed doors had gaps ranging from 1/4 inch to 1/2 inch on bottom; corners of doors;in new building addition(1st floor); also found exit door in ventilation room(2nd floor)new building addition not rodent proofed door had 1/4 inch gap on middle of doors. No citation issued due to pre-operational inspection assignment. | 26. ADEQUATE NUMBER; CONVENIENT; ACCESSIBLE; PROPERLY DESIGNED AND INSTALLED - Comments: Toilet in women's staff bathroom(new building addition) in state of disrepair; not working(no flushing)shall be repaired/replaced; also found washbowl sink in men's bathroom(new addition) not working; shall be repaired. No citation issued due to pre-operational inspection assignment. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED; CONSTRUCTED AND MAINTAINED - Comments: Reach in cooler in front line(in new building addition)leaking on bottom of unit; shall be repaired. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN; FREE OF ABRASIVE DETERGENTS - Comments: Non food contact surfaces of cooking equipment; cooking equipment; front counter display units; cooler shelving not clean; need detailed cleaning; non food contact surfaces of prep tables; storage shelving not clean; need detailed cleaning. | 34. FLOORS: CONSTRUCTED PER CODE; CLEANED; GOOD REPAIR; COVING INSTALLED; DUST-LESS CLEANING METHODS USED - Comments: Floors throughout kitchen; lunchroom; storage rooms; storage areas in new addition(1st floor)not clean; need detailed cleaning. | 35. WALLS; CEILINGS; ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR; SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Missing ceiling tiles in classrooms(1st floor; 2nd floor)in new building addition; shall be provided; damaged ceiling tile in new building addition 2nd floor; shall be replaced.  Classroom #202 had peeling paint on wall; and ceiling(old building); shall be repaired/sealed. damaged cove moulding in room #206; shall be repaired. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED; FIXTURES SHIELDED - Comments: Light shields in front counter area (new building addition) not clean; need cleaning; light shields in classroom(new building addition) not clean; need detailed cleaning. Broken light Shield in 2nd floor bathroom(new building addition); shall be replaced.  Missing light shields in classrooms #200; #100; in old building; shall be provided.Bathroom in main office and gym were missing light shield(olde building); shall be provided. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Exhaust fan/vents in bathrooms(new building addition) in state of disrepair(not working); shall be repaired/replaced.  Exhaust vents in classroom old building need cleaning. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Must provide thermometer to all coolers in kitchen prep area(new building addition) in order to maintain proper temperatures of 40f or less.,41.99946016,-87.7618211,(41.99946016477578; -87.7618211032257)
2531552,EDWARDS SCHOOL,EDWARDS MAIN &ANNEX SCHOOL,23081.0,School,Risk 1 (High),4815 S Karlov ,CHICAGO,IL,60632.0,09/17/2021,Canvass Re-Inspection,Pass,47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE; PROPERLY DESIGNED; CONSTRUCTED & USED - Comments: HANDLES BROKEN ON MILK COOLERS. INSTD TO REPAIR AND MAINTAIN,41.80552325,-87.72581893,(41.8055232490546; -87.72581892508391)
2360029,SHERATON CHICAGO HOTEL/TOWERS,BANQUETS - MAIN KITCHEN,23337.0,Restaurant,Risk 1 (High),301 E NORTH WATER ST ,CHICAGO,IL,60611.0,02/06/2020,Canvass,Pass w/ Conditions,10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HANDS WASHING SIGNS IN EMPLOYEES TOILET ROOM; INSTRUCTED TO INSTALL. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: HIGH TEMP DISH WITH FINAL RINSE AT 220F; INSTRUCTED TO KEEP FINAL RINSE NOT EXCEEDING 195F; ALSO FOUND 2 LOW TEMP DISH WASHING MACHINES NOT SANITIZING AT FINAL RINSE; NO CHLORINE REGISTERED  AT TEST STRIPS. INSTRUCTED TO PROVIDE PROPER SANITIZER CONCENTRATION AT FINAL RINSE. PRIORITY VIOLATION 7-38-025.  BY THE END OF INSPECTION TECH ARRIVED AND IN PROCESS OF REPAIRING MACHINES. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: FOUND 30 LBS OF HEAVY CREAM PASTA SAUCE AT 52.4F STORED IN WALK-IN COOLER FROM A DAY BEFORE; INSTRUCTED TO HOLD COLD TCS FOODS AT 41F OR LOWER. PRIORITY VIOLATION 7-38-005; FOOD DISCARDED VALUED AT $50.  | 23. PROPER DATE MARKING AND DISPOSITION - Comments: FOUND SEVERAL FOOD CONTAINER IN WALK-IN COOLER NOT LABELED ( SOUP; COOKED MEATS...); INSTRUCTED TO LABEL. NO CITATION ISSUED | 38. INSECTS; RODENTS; & ANIMALS NOT PRESENT - Comments: FLY TRAPS INSTALLED ABOVE OPEN FOOD CONTAINER; INSTRUCTED TO KEEP AWAY. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE; PROPERLY DESIGNED; CONSTRUCTED & USED - Comments: HAND SINK TOO CLOSE TO CLEAN UTENSILS RACK MISSING A SPLASH GUARD; INSTRUCTED TO INSTALL. | 55. PHYSICAL FACILITIES INSTALLED; MAINTAINED & CLEAN - Comments: MOLD LIKE FILM NOTED ON WALLS THROUGH OUT MAIN DISH MACHINE ROOM; INSTRUCTED TO ELIMINATE AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INADEQUATE LIGHTING IN COOKED FOOD WALK-IN COOLER; INSTRUCTED TO PROVIDE.,41.88945828,-87.62036838,(41.88945828010943; -87.62036837642913)
