Attribute8,Attribute9,Attribute15,Attribute16,Attribute18,Attribute19
3,A93,A153,2,2,A192
2,A92,A152,2,1,A191
4,A93,A152,1,1,A192
4,A93,A153,2,1,A191
4,A93,A152,1,1,A191
2,A93,A152,1,1,A191
2,A93,A152,1,2,A191
2,A94,A152,1,1,A191
1,A92,A152,2,1,A192
4,A93,A152,1,1,A192
3,A92,A151,1,1,A191
4,A92,A152,1,1,A192
3,A93,A152,1,1,A191
4,A92,A152,2,1,A192
4,A92,A152,2,1,A191
1,A93,A153,1,2,A192
4,A93,A152,1,2,A192
4,A93,A152,2,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
4,A92,A152,1,2,A191
4,A93,A151,2,1,A191
4,A93,A152,1,1,A192
3,A93,A151,1,1,A192
4,A92,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
3,A93,A151,2,2,A192
4,A94,A151,1,1,A191
4,A93,A151,1,1,A191
3,A92,A152,1,1,A191
4,A93,A151,1,1,A192
2,A94,A151,1,1,A192
2,A93,A152,2,2,A192
2,A93,A152,2,2,A192
2,A93,A152,1,1,A191
1,A92,A152,1,1,A192
1,A94,A152,1,1,A192
1,A91,A152,2,2,A191
4,A92,A151,1,1,A192
3,A93,A151,1,1,A191
4,A92,A152,2,1,A192
3,A94,A152,1,1,A191
4,A93,A152,1,1,A192
4,A92,A152,1,1,A192
2,A92,A151,2,1,A191
1,A92,A152,2,1,A191
3,A91,A152,1,1,A192
3,A92,A152,2,1,A192
4,A92,A151,2,1,A192
3,A93,A151,1,1,A191
4,A93,A153,2,1,A192
4,A92,A151,1,1,A191
4,A93,A152,2,1,A191
4,A94,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,2,1,A192
3,A92,A152,2,1,A191
1,A92,A152,1,1,A191
4,A93,A152,1,1,A192
2,A93,A152,2,1,A191
4,A93,A153,2,1,A191
2,A92,A152,1,1,A192
4,A92,A152,2,1,A192
2,A93,A152,2,1,A191
4,A93,A152,1,1,A191
4,A93,A152,3,1,A192
2,A92,A151,1,1,A192
2,A94,A152,1,1,A191
4,A92,A152,1,1,A192
3,A93,A152,1,1,A191
2,A93,A152,1,1,A191
4,A92,A152,1,1,A192
4,A93,A152,1,1,A191
1,A92,A152,2,1,A192
4,A92,A152,2,1,A192
3,A93,A152,2,1,A191
4,A93,A152,2,1,A191
2,A93,A153,1,2,A192
1,A93,A152,1,1,A192
4,A93,A152,1,1,A191
2,A92,A151,1,1,A191
4,A93,A151,1,1,A192
2,A92,A151,1,1,A191
3,A93,A152,2,2,A191
4,A94,A152,1,1,A191
2,A93,A152,2,1,A192
1,A93,A152,2,2,A191
3,A93,A152,1,2,A192
4,A92,A152,2,1,A191
4,A93,A152,2,1,A192
2,A93,A153,1,1,A192
4,A93,A152,1,1,A191
1,A93,A152,1,1,A192
4,A92,A152,1,1,A191
4,A92,A152,1,1,A191
2,A92,A151,1,1,A192
4,A91,A152,2,1,A192
4,A93,A151,2,2,A191
4,A92,A152,1,1,A192
3,A92,A152,1,1,A192
4,A93,A152,1,1,A191
2,A93,A152,2,1,A191
4,A92,A152,1,1,A192
2,A91,A152,1,1,A191
4,A93,A152,2,1,A191
4,A93,A151,2,2,A192
4,A93,A152,2,1,A191
1,A91,A152,2,1,A191
2,A91,A152,2,1,A192
4,A93,A152,2,2,A191
4,A93,A152,1,1,A192
4,A93,A152,1,2,A192
4,A93,A152,2,1,A191
2,A92,A153,1,2,A192
2,A93,A153,3,1,A192
4,A94,A152,1,1,A191
1,A92,A152,2,1,A192
2,A93,A152,3,1,A192
4,A93,A153,1,2,A191
4,A93,A152,1,2,A192
2,A94,A151,1,1,A191
4,A93,A151,1,1,A191
2,A92,A152,2,1,A192
1,A92,A152,2,1,A192
4,A92,A151,4,1,A191
4,A93,A153,1,1,A192
4,A91,A152,1,1,A192
4,A93,A152,2,1,A192
4,A94,A152,1,1,A191
3,A93,A152,2,1,A191
4,A94,A151,1,1,A191
4,A93,A152,2,2,A191
3,A93,A153,3,2,A192
4,A93,A152,3,1,A192
4,A93,A152,1,1,A191
2,A94,A152,1,1,A191
3,A93,A152,1,1,A191
1,A93,A152,2,2,A191
2,A92,A152,1,1,A192
2,A93,A152,2,1,A192
4,A93,A152,1,1,A192
4,A93,A152,1,1,A192
1,A92,A152,2,1,A191
3,A93,A152,1,1,A192
2,A93,A152,1,1,A192
2,A91,A151,1,1,A191
2,A92,A152,1,1,A192
4,A94,A152,1,1,A191
4,A92,A151,1,1,A192
4,A93,A152,2,1,A191
4,A93,A152,2,2,A192
3,A93,A152,1,1,A192
4,A93,A152,2,1,A191
1,A93,A152,2,1,A192
4,A93,A153,1,1,A192
4,A93,A152,1,1,A191
4,A93,A153,1,1,A191
4,A93,A152,1,1,A191
2,A93,A153,1,1,A191
3,A93,A152,1,1,A191
4,A94,A152,1,1,A191
2,A93,A152,3,2,A191
4,A93,A152,1,2,A191
1,A93,A152,1,1,A192
4,A91,A151,2,1,A191
4,A92,A152,2,1,A191
1,A93,A152,1,2,A191
4,A92,A152,1,1,A191
3,A93,A152,1,2,A191
3,A93,A153,2,2,A191
3,A92,A152,2,1,A191
4,A92,A152,1,2,A191
4,A93,A152,1,1,A192
4,A93,A152,3,1,A191
4,A93,A151,1,1,A191
2,A93,A152,1,1,A191
3,A92,A151,1,1,A191
3,A92,A152,2,1,A192
1,A92,A152,1,1,A191
4,A92,A152,1,1,A191
2,A93,A152,2,1,A191
2,A93,A152,1,1,A192
1,A93,A152,1,1,A191
4,A93,A152,2,1,A191
4,A91,A153,1,1,A191
1,A92,A152,1,1,A192
4,A92,A152,3,1,A191
2,A93,A152,1,1,A191
4,A92,A152,1,1,A191
2,A93,A153,3,1,A192
2,A92,A153,3,1,A191
3,A93,A152,2,2,A191
4,A93,A152,1,2,A191
4,A93,A152,2,1,A191
4,A92,A152,1,1,A192
1,A91,A152,1,1,A192
4,A93,A152,2,1,A191
4,A93,A152,1,1,A191
3,A92,A151,1,1,A192
4,A93,A153,1,1,A192
4,A93,A152,2,1,A191
1,A91,A152,1,1,A192
1,A93,A152,1,2,A191
2,A92,A152,2,1,A191
2,A91,A152,1,1,A192
1,A92,A152,1,1,A191
4,A93,A151,1,1,A192
3,A93,A151,2,1,A192
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
4,A91,A152,1,1,A192
1,A92,A152,1,1,A192
4,A93,A152,1,2,A191
2,A93,A153,1,1,A192
4,A92,A152,2,1,A192
4,A94,A152,1,1,A191
2,A94,A152,1,1,A192
1,A94,A151,1,1,A192
2,A92,A153,2,2,A192
4,A93,A153,1,1,A191
4,A91,A152,2,2,A191
1,A92,A152,1,1,A192
1,A92,A151,1,1,A191
4,A93,A152,1,1,A191
3,A93,A152,1,1,A192
3,A93,A152,2,1,A192
1,A92,A152,1,1,A192
4,A92,A152,1,1,A192
4,A93,A152,2,2,A191
4,A93,A152,2,1,A192
2,A93,A153,1,1,A191
4,A91,A152,1,1,A191
2,A92,A151,1,1,A191
4,A94,A152,1,1,A192
3,A92,A152,1,1,A191
4,A94,A151,1,1,A191
3,A93,A153,1,1,A192
4,A93,A152,1,1,A191
2,A92,A152,1,1,A191
2,A94,A152,1,1,A191
1,A93,A152,1,2,A191
4,A93,A152,1,1,A191
2,A93,A152,1,2,A191
1,A92,A152,1,1,A192
4,A93,A152,2,1,A191
1,A92,A152,2,1,A191
4,A94,A152,2,1,A191
4,A91,A152,1,1,A191
2,A93,A153,1,1,A192
4,A93,A152,1,1,A191
4,A92,A152,2,1,A191
1,A93,A152,2,1,A191
2,A93,A151,1,1,A192
4,A92,A152,1,2,A192
4,A93,A152,1,1,A191
4,A93,A152,1,2,A191
2,A93,A153,2,1,A192
4,A92,A152,2,1,A191
4,A92,A152,1,1,A191
2,A92,A151,2,1,A191
3,A93,A151,2,2,A191
1,A91,A151,1,1,A192
2,A92,A152,1,1,A191
4,A92,A151,1,1,A191
4,A93,A152,1,1,A191
4,A91,A152,1,1,A191
2,A92,A153,2,1,A192
1,A92,A151,1,1,A191
1,A94,A151,1,1,A191
1,A93,A152,1,1,A192
1,A93,A152,1,2,A191
4,A92,A152,1,1,A191
4,A93,A152,2,1,A191
1,A92,A151,1,1,A191
1,A93,A152,2,1,A191
4,A93,A153,2,2,A191
1,A92,A151,1,1,A192
1,A92,A152,1,1,A191
2,A93,A152,1,1,A192
4,A93,A151,2,1,A192
4,A93,A153,1,1,A192
4,A93,A152,1,1,A191
1,A93,A152,1,1,A192
4,A93,A152,2,1,A192
4,A94,A152,1,1,A191
4,A92,A151,1,1,A191
4,A93,A153,1,1,A191
2,A93,A152,1,1,A191
2,A92,A152,2,1,A192
1,A94,A151,1,1,A191
4,A93,A152,1,1,A191
2,A93,A152,1,1,A192
3,A93,A152,2,1,A191
1,A92,A151,1,1,A191
4,A93,A152,1,2,A191
2,A92,A151,1,1,A191
4,A93,A152,1,1,A191
3,A93,A152,2,1,A192
1,A92,A151,2,1,A191
2,A93,A153,1,1,A192
3,A92,A153,2,1,A192
2,A92,A151,1,1,A191
2,A94,A152,2,1,A191
3,A93,A153,1,1,A191
4,A93,A153,1,1,A192
4,A92,A152,2,1,A191
4,A93,A152,1,1,A192
3,A92,A153,1,1,A192
4,A92,A151,1,1,A191
4,A93,A152,1,1,A191
2,A93,A152,2,1,A191
2,A92,A152,2,1,A191
4,A92,A151,1,1,A192
4,A93,A152,2,1,A192
2,A93,A152,1,1,A191
3,A92,A152,2,1,A191
2,A94,A152,1,1,A192
1,A92,A151,1,1,A191
2,A93,A153,1,2,A192
1,A92,A152,1,1,A191
2,A93,A152,1,1,A191
2,A93,A151,1,1,A192
3,A92,A153,1,1,A191
3,A94,A152,2,1,A192
1,A91,A151,2,1,A191
4,A92,A152,2,1,A191
3,A94,A152,1,1,A192
4,A94,A152,2,1,A191
2,A93,A152,2,1,A192
4,A93,A152,2,1,A191
4,A93,A152,1,2,A191
1,A94,A152,1,1,A192
4,A93,A152,2,2,A192
4,A94,A152,1,1,A191
3,A91,A152,1,1,A192
4,A94,A152,3,1,A192
4,A92,A152,1,1,A192
3,A93,A152,2,1,A192
4,A93,A152,2,1,A192
3,A93,A151,1,2,A191
4,A92,A152,1,1,A191
2,A93,A152,2,2,A192
4,A93,A152,1,2,A191
1,A92,A151,2,1,A192
1,A92,A152,1,1,A191
4,A92,A152,1,1,A191
2,A92,A151,1,1,A191
4,A93,A152,1,1,A191
2,A93,A152,2,2,A191
4,A93,A152,2,1,A191
1,A92,A152,1,1,A192
1,A94,A151,1,1,A192
4,A93,A152,2,1,A191
4,A93,A152,2,1,A191
1,A93,A152,1,1,A191
2,A92,A153,3,2,A191
1,A93,A152,1,1,A191
2,A93,A152,2,1,A192
4,A93,A153,3,1,A192
4,A91,A152,2,1,A192
3,A93,A152,1,1,A191
2,A94,A152,1,1,A192
2,A94,A151,1,1,A191
4,A92,A152,2,1,A192
4,A93,A152,2,1,A191
4,A92,A152,1,1,A191
4,A93,A152,1,1,A192
2,A92,A152,1,1,A191
2,A93,A152,2,1,A192
4,A93,A152,1,2,A191
2,A92,A152,1,1,A192
4,A92,A151,2,1,A191
4,A92,A152,1,1,A192
2,A93,A152,1,1,A191
3,A92,A152,1,1,A192
3,A94,A152,2,1,A191
4,A93,A152,1,1,A192
3,A92,A152,1,1,A191
2,A93,A152,2,1,A191
4,A93,A152,1,1,A192
2,A93,A152,1,1,A192
4,A92,A152,1,1,A192
2,A93,A151,2,2,A191
3,A93,A153,1,1,A192
4,A92,A152,1,1,A191
3,A93,A152,1,1,A192
1,A93,A152,1,2,A191
2,A93,A152,1,1,A191
3,A92,A151,1,1,A191
4,A93,A152,2,1,A191
4,A93,A152,2,1,A192
3,A93,A152,1,2,A192
4,A92,A151,1,1,A192
3,A93,A152,2,2,A191
2,A92,A152,2,1,A192
3,A93,A152,2,1,A192
3,A94,A151,1,1,A192
4,A92,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,2,A192
4,A94,A152,1,1,A191
1,A92,A151,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
3,A93,A152,1,1,A191
4,A93,A152,2,2,A192
1,A92,A152,1,1,A191
4,A93,A152,1,1,A191
4,A92,A151,2,1,A192
3,A92,A152,2,1,A191
4,A93,A152,1,1,A192
4,A93,A152,1,1,A192
2,A93,A152,1,1,A192
4,A92,A153,1,1,A192
3,A93,A151,1,1,A191
2,A93,A151,1,1,A191
2,A93,A152,2,1,A191
2,A92,A153,2,1,A192
1,A92,A152,2,1,A191
4,A93,A152,1,1,A191
3,A93,A151,2,2,A191
2,A94,A152,1,1,A191
4,A93,A151,1,1,A192
4,A93,A152,2,1,A191
4,A94,A152,1,1,A191
2,A91,A152,2,2,A192
4,A92,A152,1,1,A191
2,A93,A153,1,2,A191
2,A91,A152,1,1,A191
4,A93,A152,2,2,A191
4,A92,A151,1,1,A191
4,A93,A152,1,1,A191
2,A93,A152,1,1,A192
1,A93,A152,1,2,A192
4,A94,A152,1,1,A191
4,A93,A152,1,1,A192
4,A93,A152,1,1,A191
2,A93,A153,1,1,A192
2,A93,A151,1,1,A192
4,A94,A151,2,1,A191
4,A93,A152,1,1,A191
4,A92,A152,2,1,A191
2,A93,A152,1,2,A191
2,A92,A151,2,1,A192
3,A93,A152,1,1,A192
4,A93,A153,2,1,A191
3,A93,A153,2,1,A191
2,A92,A152,1,1,A191
3,A93,A153,2,2,A191
3,A92,A152,1,1,A191
4,A92,A152,1,2,A191
2,A93,A152,2,1,A191
4,A92,A152,1,1,A191
2,A93,A152,2,2,A191
4,A91,A151,1,1,A191
3,A93,A152,1,2,A192
3,A93,A152,2,2,A191
2,A92,A151,2,1,A192
4,A94,A151,1,1,A191
4,A94,A152,1,1,A192
4,A93,A152,2,1,A191
2,A91,A151,1,1,A191
4,A92,A152,1,1,A192
3,A92,A152,1,1,A192
4,A93,A153,1,1,A191
1,A92,A152,1,1,A191
1,A94,A151,1,1,A191
4,A93,A153,2,1,A192
4,A93,A152,1,1,A191
2,A93,A152,1,2,A191
4,A93,A152,2,1,A191
4,A93,A153,2,2,A191
4,A92,A152,1,1,A192
3,A93,A152,1,2,A191
4,A92,A152,1,1,A191
2,A93,A153,2,1,A192
4,A92,A152,2,1,A191
2,A93,A152,1,2,A191
1,A94,A152,2,1,A192
4,A93,A152,1,1,A191
4,A92,A152,2,1,A192
2,A93,A152,1,1,A191
3,A92,A152,2,1,A191
1,A92,A152,2,1,A192
3,A93,A152,1,1,A191
2,A93,A152,2,1,A191
4,A93,A153,1,2,A192
4,A93,A151,1,1,A191
2,A92,A152,1,1,A191
1,A93,A153,1,1,A192
4,A93,A152,2,1,A192
3,A92,A151,2,1,A192
2,A91,A152,1,1,A191
2,A93,A152,1,1,A191
4,A93,A152,2,2,A192
3,A92,A152,1,1,A192
4,A92,A151,1,1,A192
3,A93,A152,1,1,A191
2,A92,A151,1,1,A192
4,A92,A152,1,1,A191
4,A93,A152,2,1,A191
2,A92,A152,2,1,A191
2,A92,A152,1,1,A191
3,A92,A152,2,1,A192
4,A91,A152,2,1,A191
4,A94,A152,2,1,A191
3,A93,A152,2,1,A191
1,A93,A152,2,2,A191
4,A92,A151,1,1,A191
4,A93,A151,1,1,A191
4,A92,A153,1,1,A192
1,A92,A151,1,1,A191
2,A93,A151,2,2,A191
4,A93,A152,1,1,A191
4,A94,A152,1,1,A192
3,A93,A152,2,1,A191
4,A92,A152,4,1,A192
4,A92,A151,2,1,A192
4,A92,A152,1,1,A191
3,A92,A151,1,1,A192
4,A93,A152,1,1,A192
1,A92,A152,1,1,A191
4,A92,A151,2,1,A191
1,A93,A152,3,1,A192
2,A93,A152,2,1,A191
1,A93,A153,1,1,A191
1,A92,A152,1,1,A191
4,A92,A152,1,1,A191
4,A92,A153,1,1,A191
4,A92,A152,1,1,A192
4,A92,A152,1,1,A191
4,A93,A152,1,1,A192
3,A93,A152,1,1,A192
4,A92,A153,1,1,A191
4,A93,A152,1,1,A191
4,A93,A153,1,2,A191
4,A92,A152,1,1,A191
1,A92,A153,1,2,A191
4,A92,A152,1,1,A191
1,A92,A151,1,1,A191
4,A92,A152,1,1,A191
2,A93,A152,1,1,A192
2,A93,A153,1,1,A191
1,A93,A151,3,2,A191
2,A92,A151,1,1,A191
4,A91,A152,1,1,A191
2,A93,A152,2,1,A191
3,A93,A152,2,1,A191
4,A91,A152,1,1,A191
4,A92,A151,1,1,A191
4,A93,A153,2,1,A191
4,A93,A152,1,1,A191
2,A93,A152,1,1,A192
2,A93,A152,1,1,A191
4,A93,A152,2,1,A192
1,A93,A152,1,1,A191
2,A92,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
2,A92,A151,2,1,A191
3,A92,A152,1,1,A192
4,A93,A152,3,2,A192
4,A92,A152,1,1,A191
2,A93,A152,2,1,A192
4,A92,A152,1,2,A191
3,A93,A152,2,2,A192
4,A92,A152,1,1,A191
4,A93,A152,2,1,A191
3,A93,A152,1,1,A192
4,A94,A152,2,1,A192
4,A94,A152,2,1,A192
4,A93,A151,2,1,A192
2,A91,A152,2,1,A191
2,A92,A152,1,1,A191
4,A93,A153,1,2,A191
4,A93,A151,1,2,A191
4,A93,A153,1,1,A192
4,A93,A152,1,1,A191
4,A93,A152,1,1,A191
2,A93,A152,4,1,A192
4,A93,A152,2,1,A192
1,A93,A153,1,1,A191
4,A93,A152,1,2,A191
4,A93,A152,1,1,A192
2,A92,A152,2,1,A191
2,A93,A152,1,1,A192
3,A94,A151,1,1,A191
4,A94,A152,1,1,A191
4,A93,A152,2,1,A191
4,A93,A152,2,1,A192
2,A92,A152,1,1,A191
4,A93,A152,2,1,A192
4,A93,A152,1,2,A192
1,A92,A152,1,1,A191
3,A93,A151,2,1,A192
4,A93,A152,1,1,A191
3,A93,A152,2,1,A192
2,A93,A152,2,1,A192
2,A93,A152,1,1,A192
1,A94,A152,1,1,A191
4,A93,A152,1,2,A191
4,A92,A151,1,1,A192
4,A93,A152,1,1,A192
2,A94,A152,1,1,A191
4,A93,A151,1,1,A191
3,A92,A152,1,1,A191
1,A92,A152,1,1,A191
4,A93,A153,1,1,A192
4,A94,A152,2,1,A191
3,A94,A153,3,1,A192
1,A93,A152,2,2,A192
4,A93,A153,1,2,A192
4,A93,A152,2,1,A192
4,A93,A153,1,1,A191
3,A93,A152,1,1,A192
1,A93,A152,1,2,A191
2,A91,A152,2,1,A191
3,A92,A152,1,1,A191
2,A93,A152,1,1,A191
1,A93,A152,2,2,A191
4,A93,A152,1,1,A192
2,A93,A151,1,1,A191
4,A93,A152,2,1,A191
1,A92,A152,1,1,A191
4,A93,A152,2,1,A191
4,A93,A151,1,1,A192
4,A92,A151,1,1,A191
4,A93,A153,2,1,A192
4,A92,A153,1,1,A192
4,A93,A152,2,1,A191
4,A92,A152,1,2,A192
1,A92,A153,1,1,A191
3,A93,A152,1,1,A191
4,A92,A151,2,1,A191
4,A92,A152,1,1,A191
2,A93,A152,1,2,A191
4,A93,A152,2,1,A192
4,A92,A153,1,1,A191
4,A93,A152,1,1,A192
4,A93,A152,2,1,A191
4,A93,A152,1,1,A192
1,A93,A152,2,1,A191
3,A93,A152,2,2,A192
4,A93,A153,1,1,A192
3,A93,A152,2,1,A192
3,A94,A152,2,1,A192
4,A93,A152,2,1,A192
4,A92,A151,1,2,A191
4,A92,A152,1,1,A191
4,A92,A152,1,1,A191
3,A92,A151,1,1,A191
2,A92,A152,2,1,A191
2,A94,A152,2,1,A191
4,A92,A151,2,1,A191
4,A92,A151,1,1,A191
2,A91,A152,2,1,A192
1,A93,A152,1,1,A191
2,A93,A151,1,2,A191
4,A92,A152,1,1,A191
2,A92,A151,1,1,A192
1,A92,A152,1,2,A191
3,A92,A152,1,1,A191
1,A92,A151,2,1,A191
3,A93,A152,1,2,A192
1,A93,A152,2,2,A192
4,A92,A151,2,1,A191
2,A93,A152,1,1,A191
4,A93,A152,1,1,A191
4,A93,A152,1,1,A192
4,A93,A152,1,1,A192
4,A93,A152,2,1,A192
3,A93,A152,2,1,A191
1,A92,A151,1,1,A191
3,A92,A152,1,1,A191
1,A93,A152,1,1,A191
2,A93,A152,1,1,A191
2,A92,A152,1,1,A192
1,A92,A152,1,1,A191
2,A92,A151,1,1,A191
4,A92,A152,2,1,A191
4,A93,A153,2,2,A191
4,A92,A151,1,1,A191
1,A93,A152,3,2,A191
3,A93,A153,2,1,A192
2,A93,A152,1,1,A192
4,A93,A152,2,1,A191
1,A92,A152,1,1,A192
4,A92,A151,2,1,A191
4,A93,A152,1,1,A191
4,A93,A153,1,1,A192
4,A94,A152,2,1,A192
3,A94,A152,2,1,A191
2,A91,A152,1,1,A191
1,A92,A151,1,1,A191
1,A93,A151,3,1,A192
2,A93,A152,2,1,A192
2,A92,A151,1,1,A191
3,A92,A152,2,1,A192
1,A93,A152,1,1,A192
4,A93,A152,2,1,A191
2,A93,A153,3,1,A191
4,A92,A151,1,1,A191
4,A93,A152,2,1,A192
4,A92,A152,1,1,A191
4,A93,A152,2,1,A192
2,A92,A152,1,1,A192
2,A93,A152,2,1,A191
4,A93,A152,1,1,A192
2,A93,A152,1,1,A192
4,A92,A152,1,1,A191
1,A91,A152,1,1,A192
4,A93,A152,1,1,A192
3,A93,A152,1,1,A191
4,A93,A152,2,2,A192
4,A93,A153,1,1,A191
4,A93,A152,1,1,A192
2,A92,A152,1,2,A191
3,A93,A152,1,2,A192
1,A94,A152,2,1,A191
3,A91,A153,1,1,A191
4,A93,A151,1,1,A192
2,A92,A151,1,1,A191
1,A93,A153,1,2,A192
2,A92,A151,2,1,A191
4,A94,A152,2,1,A192
4,A93,A152,1,1,A191
4,A93,A153,2,2,A191
3,A92,A151,2,1,A192
1,A92,A152,2,1,A191
4,A93,A152,2,1,A191
1,A92,A151,1,1,A191
2,A93,A152,1,1,A192
3,A94,A152,1,1,A191
4,A93,A152,4,1,A191
1,A93,A153,1,1,A192
2,A92,A151,2,1,A191
3,A94,A152,1,1,A192
3,A94,A152,1,1,A191
4,A93,A152,2,1,A192
3,A93,A152,1,1,A191
4,A93,A153,1,2,A191
2,A92,A151,1,1,A191
1,A91,A152,1,1,A191
1,A92,A151,2,1,A192
2,A91,A152,1,1,A191
4,A94,A152,1,1,A191
3,A94,A152,2,1,A192
3,A94,A152,1,1,A191
2,A93,A152,1,2,A191
4,A93,A152,2,1,A191
3,A91,A152,2,1,A192
4,A94,A152,2,1,A192
1,A92,A151,3,1,A192
2,A93,A152,2,2,A191
3,A93,A153,1,1,A191
4,A93,A153,1,2,A192
4,A93,A152,2,2,A192
4,A92,A151,1,1,A192
2,A93,A151,2,1,A191
2,A92,A152,1,1,A192
2,A92,A152,1,1,A191
4,A93,A152,2,1,A191
4,A92,A152,1,1,A191
1,A92,A151,1,2,A191
4,A93,A152,2,1,A192
4,A94,A152,2,1,A191
4,A93,A152,1,1,A191
3,A93,A152,2,1,A191
4,A92,A152,1,1,A191
4,A93,A152,1,1,A192
4,A93,A152,3,2,A192
2,A93,A152,1,1,A192
2,A93,A151,2,1,A191
4,A94,A152,1,1,A191
3,A93,A152,1,1,A191
4,A93,A152,1,1,A191
4,A94,A151,2,1,A191
3,A93,A152,2,1,A192
4,A93,A153,2,1,A192
4,A93,A153,2,2,A191
2,A93,A152,2,2,A192
4,A94,A152,1,1,A192
4,A92,A152,1,1,A192
4,A93,A153,1,1,A192
3,A92,A152,1,1,A192
1,A93,A151,1,2,A191
4,A93,A152,2,1,A191
4,A94,A152,1,1,A192
4,A92,A152,1,1,A192
4,A93,A152,2,2,A192
2,A93,A151,1,1,A191
2,A92,A151,1,1,A191
4,A92,A152,1,1,A191
2,A93,A152,1,1,A191
3,A93,A152,2,1,A191
4,A92,A151,1,1,A191
2,A92,A152,2,1,A192
1,A93,A152,2,2,A191
4,A93,A152,2,1,A192
4,A92,A152,1,1,A191
2,A93,A152,1,2,A191
4,A92,A152,2,1,A191
3,A93,A153,1,1,A192
4,A93,A152,1,1,A191
3,A93,A153,1,1,A192
2,A93,A152,2,1,A191
3,A93,A152,1,1,A192
2,A91,A153,1,1,A192
4,A93,A152,2,1,A191
4,A92,A152,2,1,A191
3,A91,A152,1,1,A192
4,A92,A152,1,1,A191
4,A93,A152,2,2,A192
2,A93,A152,1,1,A192
4,A93,A152,2,1,A192
3,A93,A151,2,2,A192
4,A93,A152,4,2,A192
4,A93,A152,2,1,A192
4,A93,A152,2,1,A191
3,A93,A152,2,1,A192
4,A93,A152,2,1,A192
3,A93,A152,1,2,A192
4,A92,A151,1,1,A192
3,A92,A152,1,1,A191
1,A92,A151,1,1,A191
2,A93,A152,1,1,A191
2,A93,A151,1,1,A192
2,A91,A152,2,1,A192
2,A93,A153,2,1,A191
4,A94,A151,1,1,A192
4,A93,A152,1,1,A192
2,A93,A151,1,2,A192
2,A93,A152,1,1,A191
2,A94,A152,1,1,A191
1,A92,A152,2,1,A191
1,A92,A152,1,1,A191
4,A92,A152,2,1,A191
2,A92,A152,1,1,A191
2,A92,A152,1,1,A191
1,A91,A152,1,1,A192
4,A93,A151,1,1,A192
1,A92,A152,1,1,A192
1,A93,A152,1,2,A191
1,A93,A152,1,1,A192
1,A91,A152,1,1,A191
4,A93,A151,1,1,A192
4,A92,A152,2,1,A191
4,A93,A152,1,1,A192
3,A92,A151,1,1,A191
3,A93,A151,1,2,A192
2,A91,A152,1,1,A192
4,A93,A152,2,1,A192
4,A92,A151,1,1,A191
4,A93,A153,3,2,A192
