Fulfilment,Sales Channel ,ship-service-level,Qty,currency,Amount,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,1,INR,568,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,518,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,582,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,633,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,518,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1229,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,475,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,513,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,346,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,568,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,475,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1199,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,783,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,811,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,373,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,475,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,518,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,386,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,537,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,329,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,859,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,469,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1556,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,792,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,337,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1238,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1556,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,583,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,741,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,614,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,537,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1229,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,579,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,568,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1523,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,837,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,749,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,354,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,967,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,469,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,725,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,614,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,857,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,388,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,545,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,850,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,798,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,749,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,967,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,949,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,667,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,325,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,441,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,688,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,359,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,575,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1133,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,925,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,1418,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,612,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,529,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,471,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,648,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,648,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,355,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,524,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,565,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,613,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,475,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,729,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,667,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,792,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1523,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,648,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,1072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,857,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,741,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,925,IN,Easy Ship,False
