Fulfilment,Sales Channel ,ship-service-level,Qty,currency,ship-city,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,1,INR,KANCHIPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANCHIPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANCHIPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANCHIPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHERANALLUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ELURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AMBIKAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GUNTUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GUNTUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUZAFFARNAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VIRAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Warangal urban,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Majorda,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Faridabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Kathgodam (haldwani),IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Haripad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DHARMSALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HABRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLHAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NAWANSHAHR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MANGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Guntur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JALPAIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Namakkal,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI 400102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PATIALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MARKAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAI INDUSTRIAL AREA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ROURKELA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SHIMLA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMSHEDPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJKOT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PIMPRI CHINCHWAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Noida,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANCHEEPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TUMAKURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HINDUSTHAN CABLES TOWN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SONIPAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANNANOOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GUNTUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Caranzalem - Tiswadi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SURAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMMU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Dombivli,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,METTUPALAYAM COIMBATORE DISTRICT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,vadodara,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMKHANDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMSHEDPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Mettur; Salem,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TADEPALLIGUDEM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Indore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SAHARANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHITRADURGA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJKOT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Bikaner,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BHATKAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ALUVA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PONNANI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SILIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUVATTUPUZHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BERHAMPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AGRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Uttam nagar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ARRAH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,LINGAPALEM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Satara,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HAMIRPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Bhuj,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AJMER,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PALAKKAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Kalyan west,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NAGAON,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Noida,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GONDIYA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NADATHARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Oragadam Industrial Area,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AGARTALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IMPHAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHANDIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ROORKEE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VARANASI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Eluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KALYAN west,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MOHALI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BARWAHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLAZHY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MARAIMALAINAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PEDDAPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gurgaon,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gurgaon,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMSHEDPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Thane West,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLLAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TIRUCHIRAPPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,TIRUCHIRAPPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TIRUCHIRAPPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BOKO,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KADAPA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Panchkula,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Dombivli,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Anantapur district,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Dhanbad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PATNA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AMROHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AMROHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,OLLUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GUNTAKAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JHANSI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,churachandpur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SRIKAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PANDHARPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HIRIYUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,District MANDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHOBA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJAHMUNDRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KATHUA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KOLLAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JALANDHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAGDALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AIZAWL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,AIZAWL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KANKIPADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PORT BLAIR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SONIPAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHANDANNAGAR,IN,Easy Ship,False
