Fulfilment,Sales Channel ,ship-service-level,Qty,currency,ship-postal-code,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,1,INR,497001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,632014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,522034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,522034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,530044,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,251001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,562107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,401305,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,506001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500089,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400066,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,403713,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560093,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,121004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,263139,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,690507,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,176057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,743268,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,416012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,144514,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,575014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,522001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,734008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400093,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,637201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,147001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,523316,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,131029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,121004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,751021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,412307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,769042,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500083,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,171004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,832110,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,208002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,360330,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,631501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600042,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,501505,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,572102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,682018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,713335,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,131001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400051,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,629158,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,686672,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,522017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,403002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,395003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,180001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,421204,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,641301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,390011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,587301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,390020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,390020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,831005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,208014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,636402,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,534145,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,452010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,380061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500062,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,247001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,577501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,360005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,334022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,581320,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,683101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,679577,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,834009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,834009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,734003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,686673,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,524001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411023,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,800014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,695563,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,760001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,282001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,700033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,802301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,248001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,534462,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,412806,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,177022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,370001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,305001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,678007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,421301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,700017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600053,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,782002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,441601,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600073,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,641030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,680751,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,602105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,441111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,799001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,795001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,452010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,160015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,247667,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,641025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,641025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,221002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,390025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,534006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110070,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,390021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,524407,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,524407,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,421301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,140301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,451115,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,834001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,680581,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,603209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,505184,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,831006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600042,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,691008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,524004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500089,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,581400,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,781123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,380061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500091,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400074,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,516329,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,492004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,380013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,134109,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411051,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,421201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,700141,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,515571,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,826001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,800004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,244221,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,244221,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,388001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,248007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500027,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,682024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,680322,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,462026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,515801,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,284135,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,795128,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,532201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,413304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,530011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,577598,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,175001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500090,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,210427,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,533101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,184151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400079,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,691333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,144001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,494001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,796009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,796009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,521151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560090,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,744101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,131001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201306,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,712136,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,521121,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,403705,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,732101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,760001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,160020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,781022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400608,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,126102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,482009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,713211,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,834001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,501301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,403515,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,700041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,534275,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,700091,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,638453,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,505001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,641105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,411040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500038,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,600118,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,110092,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,452001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560087,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,422001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,422001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,273003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,737126,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,144621,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,211002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,201011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500081,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,462026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,122009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,400064,IN,Easy Ship,False
