Attribute3,Attribute9,Attribute16,Attribute18,Attribute19,class
A32,A93,4,2,A192,1
A32,A92,1,1,A191,1
A32,A94,1,1,A191,1
A32,A93,1,1,A192,2
A32,A92,1,1,A191,1
A32,A92,1,1,A191,1
A34,A93,2,1,A192,1
A34,A93,2,2,A192,1
A34,A92,2,1,A191,1
A32,A93,1,1,A192,2
A34,A93,2,1,A191,1
A32,A93,1,1,A191,2
A33,A93,1,1,A191,1
A30,A93,1,2,A191,1
A32,A94,1,1,A191,1
A32,A92,2,1,A192,2
A32,A93,1,1,A192,1
A32,A92,1,1,A191,1
A32,A92,1,1,A192,1
A32,A93,1,1,A191,1
A34,A92,2,1,A192,1
A34,A92,2,1,A191,1
A32,A93,1,2,A192,2
A32,A93,1,2,A192,1
A30,A93,2,1,A191,2
A34,A93,1,1,A191,1
A34,A93,1,1,A191,1
A34,A92,1,2,A191,2
A34,A93,2,1,A191,1
A32,A93,1,1,A192,1
A30,A93,1,1,A192,2
A34,A92,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,1,1,A191,1
A33,A93,2,2,A192,1
A32,A94,1,1,A191,1
A32,A93,1,1,A191,1
A33,A92,1,1,A191,1
A34,A93,1,1,A192,1
A32,A94,1,1,A192,1
A34,A93,2,2,A192,2
A31,A93,2,2,A192,2
A32,A93,1,1,A191,1
A32,A92,1,1,A192,1
A32,A94,1,1,A192,1
A33,A91,2,2,A191,1
A32,A92,1,1,A192,1
A32,A93,1,1,A191,1
A34,A92,2,1,A192,2
A32,A94,1,1,A191,1
A34,A93,1,1,A192,1
A32,A92,1,1,A192,2
A34,A92,2,1,A191,1
A34,A92,2,1,A191,2
A34,A91,1,1,A192,1
A32,A92,2,1,A192,2
A34,A92,2,1,A192,1
A32,A93,1,1,A191,1
A34,A93,2,1,A192,1
A32,A92,1,1,A191,2
A34,A93,2,1,A191,1
A32,A94,1,1,A191,1
A32,A93,1,1,A191,2
A34,A93,2,1,A192,1
A34,A92,2,1,A191,2
A32,A92,1,1,A191,1
A33,A93,1,1,A192,2
A32,A93,2,1,A191,1
A32,A93,2,1,A191,1
A32,A92,1,1,A192,1
A34,A92,2,1,A192,1
A33,A93,2,1,A191,1
A32,A93,1,1,A191,2
A34,A93,3,1,A192,1
A32,A92,1,1,A192,1
A32,A94,1,1,A191,1
A32,A92,1,1,A192,1
A32,A93,1,1,A191,1
A32,A93,1,1,A191,2
A34,A92,1,1,A192,1
A31,A93,1,1,A191,1
A34,A92,2,1,A192,1
A34,A92,2,1,A192,1
A34,A93,2,1,A191,1
A34,A93,2,1,A191,1
A32,A93,1,2,A192,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A34,A92,1,1,A191,1
A33,A93,1,1,A192,1
A32,A92,1,1,A191,2
A34,A93,2,2,A191,1
A31,A94,1,1,A191,1
A32,A93,2,1,A192,1
A34,A93,2,2,A191,1
A34,A93,1,2,A192,1
A34,A92,2,1,A191,1
A32,A93,2,1,A192,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A32,A93,1,1,A192,1
A32,A92,1,1,A191,2
A32,A92,1,1,A191,1
A32,A92,1,1,A192,1
A34,A91,2,1,A192,2
A30,A93,2,2,A191,2
A32,A92,1,1,A192,1
A33,A92,1,1,A192,2
A32,A93,1,1,A191,1
A33,A93,2,1,A191,2
A31,A92,1,1,A192,2
A32,A91,1,1,A191,1
A34,A93,2,1,A191,1
A32,A93,2,2,A192,1
A34,A93,2,1,A191,1
A33,A91,2,1,A191,2
A33,A91,2,1,A192,2
A31,A93,2,2,A191,2
A34,A93,1,1,A192,1
A34,A93,1,2,A192,2
A34,A93,2,1,A191,1
A31,A92,1,2,A192,2
A34,A93,3,1,A192,1
A32,A94,1,1,A191,2
A30,A92,2,1,A192,1
A32,A93,3,1,A192,2
A30,A93,1,2,A191,2
A32,A93,1,2,A192,2
A32,A94,1,1,A191,1
A32,A93,1,1,A191,2
A34,A92,2,1,A192,2
A34,A92,2,1,A192,1
A32,A92,4,1,A191,2
A32,A93,1,1,A192,1
A33,A91,1,1,A192,2
A34,A93,2,1,A192,1
A32,A94,1,1,A191,1
A33,A93,2,1,A191,1
A32,A94,1,1,A191,2
A34,A93,2,2,A191,1
A34,A93,3,2,A192,1
A34,A93,3,1,A192,1
A34,A93,1,1,A191,1
A32,A94,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,2,A191,1
A32,A92,1,1,A192,1
A30,A93,2,1,A192,2
A33,A93,1,1,A192,2
A34,A93,1,1,A192,1
A34,A92,2,1,A191,1
A30,A93,1,1,A192,1
A32,A93,1,1,A192,1
A32,A91,1,1,A191,1
A32,A92,1,1,A192,1
A32,A94,1,1,A191,1
A32,A92,1,1,A192,1
A32,A93,2,1,A191,1
A33,A93,2,2,A192,1
A32,A93,1,1,A192,1
A30,A93,2,1,A191,1
A32,A93,2,1,A192,2
A32,A93,1,1,A192,2
A32,A93,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A32,A94,1,1,A191,1
A34,A93,3,2,A191,1
A32,A93,1,2,A191,2
A32,A93,1,1,A192,2
A32,A91,2,1,A191,2
A34,A92,2,1,A191,1
A32,A93,1,2,A191,1
A32,A92,1,1,A191,2
A32,A93,1,2,A191,1
A30,A93,2,2,A191,2
A34,A92,2,1,A191,1
A31,A92,1,2,A191,1
A32,A93,1,1,A192,1
A34,A93,3,1,A191,1
A30,A93,1,1,A191,1
A32,A93,1,1,A191,1
A32,A92,1,1,A191,2
A34,A92,2,1,A192,1
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A33,A93,2,1,A191,1
A32,A93,1,1,A192,1
A33,A93,1,1,A191,1
A34,A93,2,1,A191,1
A31,A91,1,1,A191,2
A32,A92,1,1,A192,1
A34,A92,3,1,A191,1
A32,A93,1,1,A191,1
A32,A92,1,1,A191,1
A34,A93,3,1,A192,1
A34,A92,3,1,A191,1
A34,A93,2,2,A191,1
A32,A93,1,2,A191,2
A34,A93,2,1,A191,1
A32,A92,1,1,A192,1
A32,A91,1,1,A192,2
A32,A93,2,1,A191,1
A32,A93,1,1,A191,1
A34,A92,1,1,A192,1
A31,A93,1,1,A192,1
A32,A93,2,1,A191,2
A32,A91,1,1,A192,2
A32,A93,1,2,A191,1
A34,A92,2,1,A191,1
A32,A91,1,1,A192,1
A32,A92,1,1,A191,2
A32,A93,1,1,A192,1
A34,A93,2,1,A192,1
A32,A93,1,1,A191,1
A31,A93,1,1,A191,1
A34,A93,1,1,A191,1
A34,A91,1,1,A192,1
A32,A92,1,1,A192,1
A32,A93,1,2,A191,1
A33,A93,1,1,A192,1
A32,A92,2,1,A192,1
A33,A94,1,1,A191,2
A32,A94,1,1,A192,1
A32,A94,1,1,A192,2
A34,A92,2,2,A192,1
A34,A93,1,1,A191,1
A34,A91,2,2,A191,1
A32,A92,1,1,A192,2
A32,A92,1,1,A191,1
A32,A93,1,1,A191,1
A32,A93,1,1,A192,1
A34,A93,2,1,A192,1
A32,A92,1,1,A192,1
A30,A92,1,1,A192,2
A34,A93,2,2,A191,2
A34,A93,2,1,A192,1
A34,A93,1,1,A191,2
A32,A91,1,1,A191,1
A32,A92,1,1,A191,1
A32,A94,1,1,A192,2
A32,A92,1,1,A191,2
A32,A94,1,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A32,A92,1,1,A191,1
A32,A94,1,1,A191,2
A32,A93,1,2,A191,1
A31,A93,1,1,A191,2
A32,A93,1,2,A191,1
A32,A92,1,1,A192,1
A34,A93,2,1,A191,1
A33,A92,2,1,A191,1
A34,A94,2,1,A191,2
A32,A91,1,1,A191,2
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A34,A92,2,1,A191,1
A34,A93,2,1,A191,1
A34,A93,1,1,A192,1
A32,A92,1,2,A192,1
A32,A93,1,1,A191,1
A32,A93,1,2,A191,1
A34,A93,2,1,A192,1
A34,A92,2,1,A191,2
A32,A92,1,1,A191,2
A34,A92,2,1,A191,2
A30,A93,2,2,A191,2
A34,A91,1,1,A192,2
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A32,A93,1,1,A191,1
A32,A91,1,1,A191,1
A34,A92,2,1,A192,1
A32,A92,1,1,A191,1
A32,A94,1,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,2,A191,1
A34,A92,1,1,A191,1
A34,A93,2,1,A191,1
A32,A92,1,1,A191,1
A33,A93,2,1,A191,1
A34,A93,2,2,A191,2
A32,A92,1,1,A192,1
A32,A92,1,1,A191,2
A34,A93,1,1,A192,1
A30,A93,2,1,A192,2
A32,A93,1,1,A192,1
A32,A93,1,1,A191,2
A34,A93,1,1,A192,1
A33,A93,2,1,A192,2
A32,A94,1,1,A191,1
A32,A92,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A33,A92,2,1,A192,1
A32,A94,1,1,A191,1
A32,A93,1,1,A191,2
A32,A93,1,1,A192,1
A34,A93,2,1,A191,1
A32,A92,1,1,A191,1
A32,A93,1,2,A191,2
A32,A92,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,1,A192,1
A34,A92,2,1,A191,1
A34,A93,1,1,A192,1
A31,A92,2,1,A192,2
A31,A92,1,1,A191,2
A33,A94,2,1,A191,1
A33,A93,1,1,A191,1
A32,A93,1,1,A192,2
A34,A92,2,1,A191,1
A32,A93,1,1,A192,1
A32,A92,1,1,A192,2
A32,A92,1,1,A191,1
A32,A93,1,1,A191,1
A33,A93,2,1,A191,1
A34,A92,2,1,A191,1
A32,A92,1,1,A192,1
A34,A93,2,1,A192,1
A34,A93,1,1,A191,1
A32,A92,2,1,A191,1
A32,A94,1,1,A192,1
A32,A92,1,1,A191,1
A32,A93,1,2,A192,1
A34,A92,1,1,A191,1
A34,A93,1,1,A191,1
A33,A93,1,1,A192,1
A32,A92,1,1,A191,1
A34,A94,2,1,A192,1
A32,A91,2,1,A191,2
A34,A92,2,1,A191,1
A32,A94,1,1,A192,1
A34,A94,2,1,A191,1
A33,A93,2,1,A192,2
A33,A93,2,1,A191,1
A33,A93,1,2,A191,1
A32,A94,1,1,A192,2
A34,A93,2,2,A192,1
A32,A94,1,1,A191,1
A32,A91,1,1,A192,1
A34,A94,3,1,A192,2
A32,A92,1,1,A192,1
A34,A93,2,1,A192,1
A34,A93,2,1,A192,2
A32,A93,1,2,A191,1
A32,A92,1,1,A191,2
A34,A93,2,2,A192,1
A32,A93,1,2,A191,2
A33,A92,2,1,A192,1
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A32,A92,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,2,A191,1
A33,A93,2,1,A191,1
A32,A92,1,1,A192,2
A32,A94,1,1,A192,1
A34,A93,2,1,A191,1
A34,A93,2,1,A191,1
A32,A93,1,1,A191,1
A34,A92,3,2,A191,2
A32,A93,1,1,A191,1
A32,A93,2,1,A192,2
A34,A93,3,1,A192,1
A34,A91,2,1,A192,1
A32,A93,1,1,A191,1
A32,A94,1,1,A192,2
A32,A94,1,1,A191,1
A34,A92,2,1,A192,1
A34,A93,2,1,A191,1
A31,A92,1,1,A191,2
A32,A93,1,1,A192,1
A32,A92,1,1,A191,1
A33,A93,2,1,A192,1
A32,A93,1,2,A191,2
A34,A92,1,1,A192,2
A34,A92,2,1,A191,1
A32,A92,1,1,A192,2
A32,A93,1,1,A191,1
A32,A92,1,1,A192,1
A33,A94,2,1,A191,2
A34,A93,1,1,A192,1
A32,A92,1,1,A191,1
A30,A93,2,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,1,A192,2
A32,A92,1,1,A192,1
A34,A93,2,2,A191,1
A32,A93,1,1,A192,2
A32,A92,1,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,2,A191,1
A32,A93,1,1,A191,1
A32,A92,1,1,A191,1
A32,A93,2,1,A191,1
A32,A93,2,1,A192,1
A32,A93,1,2,A192,1
A33,A92,1,1,A192,2
A33,A93,2,2,A191,1
A33,A92,2,1,A192,1
A33,A93,2,1,A192,1
A32,A94,1,1,A192,2
A32,A92,1,1,A191,2
A32,A93,1,1,A191,2
A32,A93,1,2,A192,1
A34,A94,1,1,A191,2
A30,A92,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,2,A192,1
A34,A92,1,1,A191,1
A32,A93,1,1,A191,1
A32,A92,2,1,A192,1
A33,A92,2,1,A191,1
A34,A93,1,1,A192,1
A33,A93,1,1,A192,2
A32,A93,1,1,A192,1
A32,A92,1,1,A192,1
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,1,A191,1
A30,A92,2,1,A192,2
A34,A92,2,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,2,A191,1
A32,A94,1,1,A191,2
A32,A93,1,1,A192,2
A34,A93,2,1,A191,1
A32,A94,1,1,A191,1
A34,A91,2,2,A192,1
A32,A92,1,1,A191,2
A32,A93,1,2,A191,1
A32,A91,1,1,A191,1
A34,A93,2,2,A191,2
A32,A92,1,1,A191,2
A32,A93,1,1,A191,2
A34,A93,1,1,A192,1
A31,A93,1,2,A192,2
A32,A94,1,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,2
A32,A93,1,1,A192,1
A32,A93,1,1,A192,1
A33,A94,2,1,A191,1
A32,A93,1,1,A191,1
A34,A92,2,1,A191,1
A34,A93,1,2,A191,1
A34,A92,2,1,A192,2
A32,A93,1,1,A192,1
A34,A93,2,1,A191,1
A34,A93,2,1,A191,1
A32,A92,1,1,A191,2
A30,A93,2,2,A191,2
A32,A92,1,1,A191,1
A32,A92,1,2,A191,1
A32,A93,2,1,A191,1
A34,A92,1,1,A191,1
A34,A93,2,2,A191,1
A32,A91,1,1,A191,2
A32,A93,1,2,A192,1
A32,A93,2,2,A191,1
A32,A92,2,1,A192,2
A33,A94,1,1,A191,1
A32,A94,1,1,A192,1
A32,A93,2,1,A191,1
A34,A91,1,1,A191,2
A32,A92,1,1,A192,1
A34,A92,1,1,A192,1
A32,A93,1,1,A191,2
A32,A92,1,1,A191,1
A32,A94,1,1,A191,2
A33,A93,2,1,A192,1
A32,A93,1,1,A191,2
A32,A93,1,2,A191,2
A34,A93,2,1,A191,1
A33,A93,2,2,A191,2
A34,A92,1,1,A192,1
A32,A93,1,2,A191,1
A31,A92,1,1,A191,2
A34,A93,2,1,A192,1
A34,A92,2,1,A191,1
A31,A93,1,2,A191,1
A32,A94,2,1,A192,2
A34,A93,1,1,A191,1
A32,A92,2,1,A192,1
A32,A93,1,1,A191,2
A30,A92,2,1,A191,2
A30,A92,2,1,A192,2
A31,A93,1,1,A191,2
A34,A93,2,1,A191,2
A32,A93,1,2,A192,1
A31,A93,1,1,A191,2
A33,A92,1,1,A191,1
A32,A93,1,1,A192,2
A33,A93,2,1,A192,1
A33,A92,2,1,A192,1
A32,A91,1,1,A191,2
A34,A93,1,1,A191,1
A32,A93,2,2,A192,1
A32,A92,1,1,A192,2
A32,A92,1,1,A192,2
A34,A93,1,1,A191,1
A32,A92,1,1,A192,1
A32,A92,1,1,A191,1
A32,A93,2,1,A191,1
A34,A92,2,1,A191,1
A32,A92,1,1,A191,1
A34,A92,2,1,A192,1
A34,A91,2,1,A191,2
A32,A94,2,1,A191,1
A34,A93,2,1,A191,2
A34,A93,2,2,A191,1
A32,A92,1,1,A191,1
A32,A93,1,1,A191,2
A32,A92,1,1,A192,1
A32,A92,1,1,A191,2
A34,A93,2,2,A191,1
A32,A93,1,1,A191,1
A32,A94,1,1,A192,2
A34,A93,2,1,A191,2
A34,A92,4,1,A192,1
A33,A92,2,1,A192,1
A32,A92,1,1,A191,1
A32,A92,1,1,A192,2
A31,A93,1,1,A192,2
A31,A92,1,1,A191,2
A32,A92,2,1,A191,2
A30,A93,3,1,A192,2
A34,A93,2,1,A191,2
A33,A93,1,1,A191,1
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A31,A92,1,1,A191,2
A32,A92,1,1,A192,2
A32,A92,1,1,A191,1
A31,A93,1,1,A192,1
A34,A93,1,1,A192,1
A32,A92,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,2,A191,1
A32,A92,1,1,A191,2
A32,A92,1,2,A191,2
A32,A92,1,1,A191,1
A31,A92,1,1,A191,1
A33,A92,1,1,A191,2
A30,A93,1,1,A192,1
A33,A93,1,1,A191,1
A34,A93,3,2,A191,1
A32,A92,1,1,A191,2
A32,A91,1,1,A191,1
A34,A93,2,1,A191,1
A34,A93,2,1,A191,2
A32,A91,1,1,A191,2
A32,A92,1,1,A191,1
A32,A93,2,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A192,1
A31,A93,1,1,A191,2
A34,A93,2,1,A192,1
A32,A93,1,1,A191,1
A32,A92,1,1,A191,1
A31,A93,1,1,A191,2
A32,A93,1,1,A191,1
A32,A92,2,1,A191,2
A32,A92,1,1,A192,2
A32,A93,3,2,A192,1
A32,A92,1,1,A191,1
A33,A93,2,1,A192,1
A32,A92,1,2,A191,1
A33,A93,2,2,A192,2
A32,A92,1,1,A191,2
A32,A93,2,1,A191,1
A32,A93,1,1,A192,2
A34,A94,2,1,A192,1
A34,A94,2,1,A192,1
A33,A93,2,1,A192,2
A30,A91,2,1,A191,1
A32,A92,1,1,A191,2
A32,A93,1,2,A191,2
A32,A93,1,2,A191,2
A32,A93,1,1,A192,1
A32,A93,1,1,A191,2
A32,A93,1,1,A191,2
A33,A93,4,1,A192,2
A34,A93,2,1,A192,1
A32,A93,1,1,A191,1
A32,A93,1,2,A191,2
A32,A93,1,1,A192,1
A30,A92,2,1,A191,1
A34,A93,1,1,A192,1
A32,A94,1,1,A191,1
A32,A94,1,1,A191,2
A32,A93,2,1,A191,1
A33,A93,2,1,A192,1
A34,A92,1,1,A191,1
A34,A93,2,1,A192,1
A31,A93,1,2,A192,1
A31,A92,1,1,A191,1
A34,A93,2,1,A192,2
A34,A93,1,1,A191,1
A34,A93,2,1,A192,1
A32,A93,2,1,A192,1
A32,A93,1,1,A192,1
A34,A94,1,1,A191,1
A33,A93,1,2,A191,2
A34,A92,1,1,A192,1
A34,A93,1,1,A192,1
A32,A94,1,1,A191,2
A32,A93,1,1,A191,1
A32,A92,1,1,A191,1
A32,A92,1,1,A191,1
A32,A93,1,1,A192,1
A33,A94,2,1,A191,1
A34,A94,3,1,A192,1
A33,A93,2,2,A192,1
A32,A93,1,2,A192,1
A34,A93,2,1,A192,1
A33,A93,1,1,A191,1
A32,A93,1,1,A192,1
A32,A93,1,2,A191,1
A34,A91,2,1,A191,1
A32,A92,1,1,A191,1
A32,A93,1,1,A191,1
A34,A93,2,2,A191,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A32,A93,2,1,A191,1
A34,A92,1,1,A191,1
A34,A93,2,1,A191,1
A32,A93,1,1,A192,1
A32,A92,1,1,A191,2
A34,A93,2,1,A192,2
A32,A92,1,1,A192,1
A33,A93,2,1,A191,1
A32,A92,1,2,A192,1
A32,A92,1,1,A191,1
A32,A93,1,1,A191,2
A30,A92,2,1,A191,2
A32,A92,1,1,A191,1
A32,A93,1,2,A191,1
A34,A93,2,1,A192,1
A31,A92,1,1,A191,2
A32,A93,1,1,A192,1
A34,A93,2,1,A191,1
A32,A93,1,1,A192,2
A34,A93,2,1,A191,1
A34,A93,2,2,A192,1
A32,A93,1,1,A192,1
A34,A93,2,1,A192,1
A30,A94,2,1,A192,1
A30,A93,2,1,A192,2
A31,A92,1,2,A191,2
A32,A92,1,1,A191,2
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A34,A92,2,1,A191,1
A34,A94,2,1,A191,1
A32,A92,2,1,A191,2
A31,A92,1,1,A191,2
A34,A91,2,1,A192,1
A33,A93,1,1,A191,1
A32,A93,1,2,A191,2
A32,A92,1,1,A191,1
A32,A92,1,1,A192,1
A34,A92,1,2,A191,1
A31,A92,1,1,A191,1
A32,A92,2,1,A191,2
A32,A93,1,2,A192,1
A34,A93,2,2,A192,1
A30,A92,2,1,A191,2
A31,A93,1,1,A191,1
A31,A93,1,1,A191,1
A32,A93,1,1,A192,1
A31,A93,1,1,A192,1
A34,A93,2,1,A192,1
A34,A93,2,1,A191,1
A32,A92,1,1,A191,1
A32,A92,1,1,A191,2
A32,A93,1,1,A191,1
A32,A93,1,1,A191,1
A32,A92,1,1,A192,1
A32,A92,1,1,A191,2
A32,A92,1,1,A191,1
A34,A92,2,1,A191,1
A33,A93,2,2,A191,2
A32,A92,1,1,A191,2
A34,A93,3,2,A191,1
A34,A93,2,1,A192,2
A32,A93,1,1,A192,1
A34,A93,2,1,A191,2
A34,A92,1,1,A192,1
A34,A92,2,1,A191,2
A32,A93,1,1,A191,1
A34,A93,1,1,A192,2
A34,A94,2,1,A192,1
A32,A94,2,1,A191,1
A32,A91,1,1,A191,2
A32,A92,1,1,A191,1
A34,A93,3,1,A192,1
A34,A93,2,1,A192,1
A32,A92,1,1,A191,1
A34,A92,2,1,A192,2
A34,A93,1,1,A192,1
A34,A93,2,1,A191,1
A34,A93,3,1,A191,1
A32,A92,1,1,A191,2
A34,A93,2,1,A192,1
A32,A92,1,1,A191,1
A34,A93,2,1,A192,1
A32,A92,1,1,A192,1
A34,A93,2,1,A191,2
A34,A93,1,1,A192,1
A30,A93,1,1,A192,1
A32,A92,1,1,A191,2
A32,A91,1,1,A192,1
A32,A93,1,1,A192,1
A32,A93,1,1,A191,1
A34,A93,2,2,A192,1
A33,A93,1,1,A191,2
A34,A93,1,1,A192,2
A32,A92,1,2,A191,2
A32,A93,1,2,A192,1
A34,A94,2,1,A191,1
A32,A91,1,1,A191,1
A32,A93,1,1,A192,1
A32,A92,1,1,A191,1
A32,A93,1,2,A192,2
A34,A92,2,1,A191,1
A33,A94,2,1,A192,1
A32,A93,1,1,A191,1
A34,A93,2,2,A191,1
A34,A92,2,1,A192,1
A34,A92,2,1,A191,1
A34,A93,2,1,A191,1
A32,A92,1,1,A191,1
A32,A93,1,1,A192,2
A32,A94,1,1,A191,1
A34,A93,4,1,A191,1
A31,A93,1,1,A192,1
A30,A92,2,1,A191,2
A32,A94,1,1,A192,1
A32,A94,1,1,A191,1
A34,A93,2,1,A192,2
A32,A93,1,1,A191,2
A32,A93,1,2,A191,2
A33,A92,1,1,A191,1
A32,A91,1,1,A191,1
A34,A92,2,1,A192,1
A32,A91,1,1,A191,1
A32,A94,1,1,A191,2
A32,A94,2,1,A192,1
A32,A94,1,1,A191,1
A32,A93,1,2,A191,2
A34,A93,2,1,A191,1
A34,A91,2,1,A192,1
A34,A94,2,1,A192,1
A34,A92,3,1,A192,2
A30,A93,2,2,A191,2
A32,A93,1,1,A191,2
A33,A93,1,2,A192,1
A33,A93,2,2,A192,1
A32,A92,1,1,A192,2
A30,A93,2,1,A191,2
A32,A92,1,1,A192,1
A32,A92,1,1,A191,2
A30,A93,2,1,A191,2
A32,A92,1,1,A191,1
A32,A92,1,2,A191,1
A34,A93,2,1,A192,1
A34,A94,2,1,A191,1
A32,A93,1,1,A191,2
A33,A93,2,1,A191,1
A32,A92,1,1,A191,2
A31,A93,1,1,A192,1
A32,A93,3,2,A192,1
A32,A93,1,1,A192,1
A32,A93,2,1,A191,2
A32,A94,1,1,A191,1
A32,A93,1,1,A191,1
A32,A93,1,1,A191,2
A34,A94,2,1,A191,2
A34,A93,2,1,A192,1
A34,A93,2,1,A192,1
A31,A93,2,2,A191,2
A33,A93,2,2,A192,1
A32,A94,1,1,A192,1
A32,A92,1,1,A192,1
A34,A93,1,1,A192,1
A32,A92,1,1,A192,2
A32,A93,1,2,A191,1
A34,A93,2,1,A191,1
A33,A94,1,1,A192,2
A32,A92,1,1,A192,2
A34,A93,2,2,A192,1
A32,A93,1,1,A191,2
A32,A92,1,1,A191,1
A32,A92,1,1,A191,1
A34,A93,1,1,A191,1
A32,A93,2,1,A191,1
A32,A92,1,1,A191,1
A33,A92,2,1,A192,1
A34,A93,2,2,A191,1
A34,A93,2,1,A192,1
A32,A92,1,1,A191,1
A32,A93,1,2,A191,1
A34,A92,2,1,A191,1
A31,A93,1,1,A192,1
A32,A93,1,1,A191,1
A32,A93,1,1,A192,2
A34,A93,2,1,A191,1
A32,A93,1,1,A192,1
A32,A91,1,1,A192,1
A34,A93,2,1,A191,1
A34,A92,2,1,A191,1
A32,A91,1,1,A192,2
A32,A92,1,1,A191,2
A34,A93,2,2,A192,1
A32,A93,1,1,A192,2
A34,A93,2,1,A192,1
A31,A93,2,2,A192,1
A34,A93,4,2,A192,1
A34,A93,2,1,A192,1
A34,A93,2,1,A191,1
A34,A93,2,1,A192,1
A34,A93,2,1,A192,1
A33,A93,1,2,A192,1
A32,A92,1,1,A192,1
A34,A92,1,1,A191,1
A32,A92,1,1,A191,1
A32,A93,1,1,A191,2
A34,A93,1,1,A192,2
A34,A91,2,1,A192,1
A34,A93,2,1,A191,1
A32,A94,1,1,A192,1
A32,A93,1,1,A192,1
A32,A93,1,2,A192,1
A32,A93,1,1,A191,1
A32,A94,1,1,A191,1
A33,A92,2,1,A191,1
A32,A92,1,1,A191,1
A33,A92,2,1,A191,1
A34,A92,1,1,A191,2
A32,A92,1,1,A191,1
A32,A91,1,1,A192,1
A31,A93,1,1,A192,2
A30,A92,1,1,A192,2
A32,A93,1,2,A191,1
A32,A93,1,1,A192,2
A32,A91,1,1,A191,2
A32,A93,1,1,A192,2
A34,A92,2,1,A191,1
A33,A93,1,1,A192,1
A32,A92,1,1,A191,2
A32,A93,1,2,A192,1
A31,A91,1,1,A192,2
A31,A93,2,1,A192,2
A34,A92,1,1,A191,1
A32,A93,3,2,A192,2
A32,A93,1,1,A192,1
