temp_3,foto_2,straaling_2
____17_0_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,___150_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
____17_0_C,0_35_kg_m2,___150_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_20_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_35_kg_m2,150___199_MJ_m2
____17_0_C,0_20_kg_m2,___150_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_80_kg_m2,____250_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_70_kg_m2,____250_MJ_m2
13_0___14_9_C,0_00_kg_m2,200___249_MJ_m2
____17_0_C,0_70_kg_m2,____250_MJ_m2
____17_0_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,___150_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
____17_0_C,0_55_kg_m2,200___249_MJ_m2
____17_0_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_75_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_30_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_75_kg_m2,____250_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_30_kg_m2,___150_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_25_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
____17_0_C,0_70_kg_m2,____250_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_00_kg_m2,150___199_MJ_m2
____17_0_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_20_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_25_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_20_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_70_kg_m2,200___249_MJ_m2
____17_0_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_30_kg_m2,___150_MJ_m2
15_0___16_9_C,0_70_kg_m2,____250_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_10_kg_m2,____250_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_00_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
____17_0_C,0_35_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_70_kg_m2,____250_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_30_kg_m2,150___199_MJ_m2
____17_0_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_75_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_15_kg_m2,___150_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_65_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_35_kg_m2,____250_MJ_m2
15_0___16_9_C,0_30_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_05_kg_m2,200___249_MJ_m2
____17_0_C,0_20_kg_m2,___150_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
____17_0_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
____17_0_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
____17_0_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
____17_0_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,200___249_MJ_m2
____17_0_C,0_55_kg_m2,____250_MJ_m2
____17_0_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_25_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
____17_0_C,0_70_kg_m2,200___249_MJ_m2
____17_0_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_00_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
____17_0_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_35_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_75_kg_m2,____250_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
____17_0_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
____17_0_C,0_40_kg_m2,___150_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
____17_0_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_30_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
____17_0_C,0_20_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_20_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_25_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_15_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_80_kg_m2,____250_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
____17_0_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_25_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
____17_0_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
____17_0_C,0_75_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
____17_0_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_10_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_35_kg_m2,___150_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_05_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
____17_0_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
____17_0_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_00_kg_m2,150___199_MJ_m2
____17_0_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_70_kg_m2,____250_MJ_m2
13_0___14_9_C,0_60_kg_m2,____250_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_40_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_40_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_70_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
____17_0_C,0_65_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
____17_0_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
____17_0_C,0_20_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_65_kg_m2,____250_MJ_m2
13_0___14_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_65_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_35_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_35_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
____17_0_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
____17_0_C,0_30_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_25_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_75_kg_m2,____250_MJ_m2
15_0___16_9_C,0_40_kg_m2,___150_MJ_m2
13_0___14_9_C,0_60_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_35_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
____17_0_C,0_80_kg_m2,____250_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_70_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_45_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_70_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,___150_MJ_m2
15_0___16_9_C,0_45_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_35_kg_m2,150___199_MJ_m2
____17_0_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_40_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_35_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_10_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_55_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_10_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_50_kg_m2,200___249_MJ_m2
13_0___14_9_C,0_55_kg_m2,150___199_MJ_m2
15_0___16_9_C,0_50_kg_m2,150___199_MJ_m2
13_0___14_9_C,0_10_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_50_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_60_kg_m2,200___249_MJ_m2
15_0___16_9_C,0_35_kg_m2,___150_MJ_m2
