Order ID,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
171-7643678-4025934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6615642-5476348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7807144-5063543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4160478-4949143,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4336198-0844362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2391051-0249167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2680363-1237958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6553155-3830703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6553155-3830703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1750171-3817921,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0131862-2469171,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4193171-1449933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9810681-1817140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9497325-8561935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2595882-9787511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7986788-8605146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7930018-8407512,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0736013-3940338,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6523725-9445100,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4776266-0177960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4995699-3510700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4763190-7206717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2055345-6651519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7406534-5987564,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1350052-0241160,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5339105-3217158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2169845-9796307,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5564513-7823506,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9149094-4965938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9149094-4965938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3607901-8698729,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7920226-5773169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7773076-5061904,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2909904-1308301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7233553-8314762,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9955862-3831523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8236219-6067504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8049339-9198736,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1822144-4502737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9170198-4888308,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2346651-6160336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2346651-6160336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2346651-6160336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2346651-6160336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5937800-8656361,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8872256-8581107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5381737-4235507,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5491886-9530718,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6637572-6658710,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7818381-2141121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7818381-2141121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9922343-8350743,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5000355-1058733,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1665636-0235561,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5416841-0398762,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9398949-0553921,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0830826-3115548,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1884615-3317140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2586698-4175526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2586698-4175526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8483406-5797166,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9044201-9498734,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3503446-9739531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3913511-4745929,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0126890-2539528,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8270117-5050743,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0402075-4637925,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9113969-1382712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4492243-3583526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5081284-4087545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1738372-8701132,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8732459-8998750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2512134-8259531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9167952-3901115,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0319749-3467528,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1084018-6307564,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4159663-2161900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2064234-2445136,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1326750-1493960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0802305-2699559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2310950-7257943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9923506-4962739,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2056641-9472360,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2084085-1366707,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0390281-2104352,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8678200-5500319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0233894-9998774,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9014017-5037154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8551292-8977145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5726603-0755523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5382737-4757938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0563659-1020348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0681799-4061925,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0865965-3904320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9047942-8892364,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3312852-7909912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7203154-7926729,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4722540-4325151,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1431342-5345145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3129179-0749965,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2388768-9793909,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2469688-6745101,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5430823-1578700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9313894-6701904,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2576408-1885141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1901566-8732342,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7324449-7240344,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8281194-5659529,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9253455-3032307,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1512701-8024347,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1512701-8024347,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3193087-3999557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7272031-0371526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0292412-7809958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5360432-5813151,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3461842-2081920,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3461842-2081920,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6737930-3789114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2394398-0682735,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1766259-3610725,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5844246-0209102,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8043786-6040319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4129507-0759566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7914537-3523552,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1956260-3929908,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3949847-5870734,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9218160-9182769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7789802-5937107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5976582-3542707,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3225184-9032326,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9773262-9660335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3391944-5904313,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3849925-4208311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2545501-9787550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5657822-4080351,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9785279-5481112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2759454-7027516,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0643099-2511563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0338417-3148319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0338417-3148319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4611045-4313116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2274754-6723504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9041571-2589127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2261614-6593156,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1606553-6060366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8921647-6525126,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2928230-8788363,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1313915-3328335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0550121-4389924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9435235-3564360,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7963816-0067556,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4369578-2690702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5239539-5542722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0481887-7137937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9386713-5693146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5421968-4875509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3360965-9649945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3564532-5349147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1130970-8755520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8708604-0507516,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1454074-5798728,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5436817-0228339,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8645392-8413143,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7120146-1093969,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4358882-3195568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4358882-3195568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9104339-5587515,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4552963-9498767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7942375-7983512,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8879878-0324314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5858184-2170763,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8675864-3821104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5427447-6560353,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9569558-8422702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3982800-6785146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1382847-5465114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7827033-3538736,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9204656-4380325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7491848-1017104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5366179-7446761,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2558690-3797924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3057514-1878767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0231083-5375544,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8023416-6649167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7692601-4982717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2241276-0799566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8728211-7876323,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9236500-1361906,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0492802-3703546,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6116513-2663550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4773185-1481952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3093695-6286701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7715089-0868316,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3759125-1241958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4097305-3569966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3337371-2778750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1813489-1390755,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3343065-8758738,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9022101-1617113,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6560647-7987502,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2942715-0621953,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3739546-1905106,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9452224-5623507,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7055418-2742724,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4786102-5613167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1410383-8398705,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7601089-5422750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8238704-6645937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0226430-0519563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3069524-1681153,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7598658-2561961,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1540328-6970769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4633193-0952308,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2303375-0613123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7348705-8206736,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0796059-9564310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6888095-8401128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2988090-2789134,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5679624-8632306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6711306-5706760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0347864-4085161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1803574-5709940,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0268386-3341140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4123598-1642707,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1327057-9311554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1327057-9311554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5800090-9485943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2414990-0938731,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3938309-8931529,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8789687-3497131,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1982573-1502700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1982573-1502700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0656252-1477910,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9082537-8633111,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4105843-8777145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4105843-8777145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7209460-4457134,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0772717-5223563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0716613-7385916,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3609688-8650757,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4648336-2594718,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3555066-3229912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7857037-1305901,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1196234-1909168,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9862314-8770727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9546141-7492325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9546141-7492325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1464092-7870720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5175041-0284339,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2833040-7467533,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1841379-6375532,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7060648-6355569,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7370041-4217118,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2833370-2208311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6945195-9167518,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3986211-5094704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3986211-5094704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3986211-5094704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9743540-9438712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0280275-2431533,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9881968-3152349,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3284189-1639557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9049584-9029915,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8866490-4393154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1506223-9129918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7637112-2029107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1208566-1673952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8607630-8349142,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0406401-0247514,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5033161-7598703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9198901-1618747,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0201020-7770704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2896774-4142754,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2026130-8233924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4446784-2251543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4446784-2251543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6715908-4722725,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9753271-1745900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8134609-5722762,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7123255-6768338,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2045113-7223515,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2769820-9904364,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8062995-7260328,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0968739-3741967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6234551-3054748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5981108-9386759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5306120-2760340,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0126540-3038753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5506182-4962732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2173060-3756358,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3742709-6218733,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9444032-8843562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6905397-1642756,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5272930-3701954,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9507159-5021140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4531024-2632330,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2907206-7086746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8987033-1900359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6390570-8501912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3121250-3414749,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6351608-1144362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5708393-7500364,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9498744-0469158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9007010-0193163,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3901547-8371542,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8008865-4349941,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9612354-7831504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2829692-2654739,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1103163-1265911,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2070168-9009909,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7116142-3364309,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7116142-3364309,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3783643-1039558,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9132376-0355525,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0324811-1134738,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
