Fulfilment,Sales Channel ,ship-service-level,currency,ship-postal-code,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,400014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,534006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110070,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,524407,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,524407,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,140301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,451115,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,834001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680581,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,505184,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600042,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,691008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,524004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500089,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,581400,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,620006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500091,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400074,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,516329,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,492004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,134109,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411051,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700141,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,515571,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,826001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,800004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,244221,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,244221,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,388001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,248007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500027,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680322,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,462026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,515801,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,284135,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,795128,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,532201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,413304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,577598,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,175001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500090,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,210427,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,533101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,184151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400079,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,691333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,494001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,796009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,796009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,521151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560090,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,744101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,131001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201306,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,712136,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,521121,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403705,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,732101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,760001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400608,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,126102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,482009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,713211,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,834001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,501301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403515,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,534275,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700091,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,638453,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,505001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500038,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600118,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110092,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560087,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,422001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,422001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,273003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,737126,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144621,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,211002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500081,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,462026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400064,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560092,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,502285,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,769005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600095,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500090,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,575005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,577132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,342001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,629165,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,180001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122001,IN,Easy Ship,False
