Fulfilment,Sales Channel ,ship-service-level,Qty,currency,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,IN,Easy Ship,False
