Fulfilment,Sales Channel ,ship-service-level,Style,Category,Size,currency,Amount,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,J0003,Set,XXL,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3904,Western Dress,L,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0164,Ethnic Dress,M,INR,373,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3818,kurta,L,INR,475,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,L,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET397,Set,M,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,XS,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3671,Top,XL,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3601,kurta,L,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5011,kurta,XXL,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,L,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3861,Western Dress,XXL,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0150,kurta,S,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0301,Top,M,INR,518,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET281,Set,L,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3735,kurta,3XL,INR,386,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3449,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW012,Set,XL,INR,537,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,L,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5019,kurta,3XL,INR,655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0117,Top,3XL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET291,Set,M,INR,605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET310,Set,XXL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET401,Set,3XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,XXL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3627,kurta,XL,INR,329,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,L,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,L,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,L,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,XL,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3568,kurta,M,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0396,Western Dress,3XL,INR,859,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3399,kurta,3XL,INR,469,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET187,Set,XL,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3606,kurta,L,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0280,Set,XXL,INR,1556,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,XS,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0189,Top,XL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,M,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3436,kurta,XL,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0113,Top,XXL,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3606,kurta,S,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3709,Western Dress,XXL,INR,792,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0346,Set,XL,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3434,kurta,M,INR,337,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3710,Western Dress,M,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3431,kurta,XL,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0231,Set,M,INR,1238,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3366,kurta,S,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET369,Set,XXL,INR,1399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0280,Set,XXL,INR,1556,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0339,Western Dress,M,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0348,Set,L,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,M,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET402,Set,XL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0003,Set,3XL,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0041,Set,XL,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,L,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3619,kurta,S,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0147,Set,XL,INR,583,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,M,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0413,Western Dress,S,INR,741,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,XS,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,S,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0377,Set,XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3790,kurta,L,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,3XL,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0041,Set,L,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3860,Western Dress,L,INR,614,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW012,Set,S,INR,537,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET355,Set,XL,INR,1229,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0182,Set,S,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET240,Set,XL,INR,579,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3928,kurta,XS,INR,568,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,M,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3638,kurta,XXL,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET403,Set,XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET339,Set,S,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,M,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3706,Western Dress,XL,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3905,Western Dress,S,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3568,kurta,M,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET278,Set,M,INR,1523,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,L,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3710,Western Dress,M,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,L,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0126,Set,L,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET286,Set,XL,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET376,Set,XS,INR,560,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0210,Ethnic Dress,S,INR,837,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3894,Top,S,INR,749,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0377,Set,M,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3658,Top,L,INR,354,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3645,Top,S,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3861,Western Dress,XXL,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0181,Top,L,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,L,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3801,kurta,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET320,Set,3XL,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET219,Set,M,INR,655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET333,Set,XL,INR,967,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3749,kurta,XL,INR,469,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,XXL,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3431,kurta,XL,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0281,Set,XL,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0251,Set,M,INR,725,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3568,kurta,M,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3861,Western Dress,M,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3860,Western Dress,XL,INR,614,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET341,Set,L,INR,857,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3670,Top,S,INR,388,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3835,kurta,S,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3373,kurta,3XL,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2009,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3784,kurta,XS,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3403,kurta,XS,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,L,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3665,Top,M,INR,545,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET343,Set,3XL,INR,850,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3568,kurta,5XL,INR,798,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3790,kurta,3XL,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3674,Top,S,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3468,kurta,S,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3291,kurta,4XL,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0418,Top,XS,INR,749,IN,Easy Ship,False
Merchant,Amazon.in,Standard,AN213,Bottom,S,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET333,Set,XS,INR,967,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3904,Western Dress,M,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3764,kurta,L,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET293,Set,L,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3265,kurta,M,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0148,Set,XXL,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0236,Set,XL,INR,949,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,XS,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0280,Set,M,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,S,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET320,Set,M,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET306,Set,XXL,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0281,Set,L,INR,1477,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3468,kurta,XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE1233,kurta,3XL,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3567,kurta,XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3787,kurta,3XL,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3546,kurta,3XL,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3861,Western Dress,XXL,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET218,Set,S,INR,667,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3697,kurta,XXL,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0348,Set,XL,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET281,Set,L,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET285,Set,L,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE2270,kurta,6XL,INR,1099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3620,kurta,S,INR,325,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,S,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET293,Set,XS,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3454,kurta,3XL,INR,441,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2100,kurta,L,INR,382,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0402,Western Dress,XXL,INR,688,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2014,kurta,3XL,INR,359,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,S,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,M,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,XL,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0088,Top,M,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3645,Top,L,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,L,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5016,kurta,M,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0127,Set,XL,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0373,kurta,S,INR,575,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0008,Set,XL,INR,1133,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3421,kurta,5XL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3421,kurta,4XL,INR,925,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5008,kurta,3XL,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5009,kurta,3XL,INR,1418,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5006,kurta,3XL,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3671,Top,L,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE1525,kurta,M,INR,307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0401,Western Dress,3XL,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET393,Set,S,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2153,kurta,XL,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0083,kurta,XXL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,3XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET388,Set,3XL,INR,1499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET304,Set,S,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3776,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3446,kurta,XL,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET037,Set,XL,INR,612,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET145,Set,L,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0148,Set,XL,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3265,kurta,M,INR,318,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0181,Top,XXL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3567,kurta,XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0117,Top,XXL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0118,Top,XL,INR,529,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3568,kurta,M,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3510,kurta,L,INR,471,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET310,Set,M,INR,999,IN,Easy Ship,False
