Fulfilment,Sales Channel ,ship-service-level,ASIN,currency,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,B09RKFFXVC,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08VWLBY4C,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4RXHV6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09XKC4KRL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098126DTY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09VZ6HK5S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RT1WSR9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN41YXK,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09832FD39,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09YYPQ7NW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983F3BLZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YV7L2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091T25NQG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YV7L2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH5VZK6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH73PT5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08TZD5W7J,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NGZGRJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RSS48QG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0982YWMSG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TZS4V29,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ4TWHG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B094346FB7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHN6H5T,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY9GXB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGLG46Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN4P12Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXRYBG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN1HZ58,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYL6L1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKD5K4Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B414Z8Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKFZ1KH,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3WVV5F,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0982YZ51B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KS7M7F7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMYV8L,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH73PT5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY8DCT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXVQTFX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYNSM7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXQK2Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09NPXCZZG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0943KRMLF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Q3J655Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B082W7MZVQ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07569HSRZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3X66GN,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B083171G6M,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK63SGY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098755S1W,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH43NW5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09NDL4F2Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LD2KBGR,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXPYTCZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09433TH8P,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP3YXBX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PD1SNDL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y3C1YGP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091GMW334,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDYFFP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09Y26H8X1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3T5QR5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K39CKVP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07R527BFQ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0929JZWL2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH59KYD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH5VZK6,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZYPQ3XV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXPHNC,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGKNC21,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK67Y51,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDYDPJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KRS7JSJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z2YY3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMNRBT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP67NGB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07GPGP46N,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRTXC2Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKCC8WS,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09B2F5N2H,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDY9GXB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z4F92,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098133PV5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09HNRBVMT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0983DYB2P,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NJML8Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LD52G37,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYQ3WG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Q8WX4W,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08RP1Z6L4,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3938KW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YWFMD,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B078Q3WGS3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK65QV5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYSSGW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07G2CSMX9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN37FYX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK7Q644,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098316HXL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B092D2GLW2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08ZHNGS54,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3YV7L2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYVHV6H,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMZQ2B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXKLZ1F,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0894X711G,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LD41FDF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LD4M5WF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDYQ3WG,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ1SZZS,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YYZWV9C,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08YZ275XH,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXFFQ1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0986RYVDW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B01MZGYNRV,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXZBGX,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJ5LYDH,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0794V95XT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09296NJ5N,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH2YML8,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09QJMF9YB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3JVNR1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3YYJP5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK65QV5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B081X2LLJZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK65QV5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07MY2YYN9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXFFQ1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0822SX9WB,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B0929CTSR8,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B07R527BFQ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08QGMKKJW,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRTXC2Y,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4XHHCQ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4RDVZP,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08KRZRSCL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08WPR181B,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKDZ467,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MXGHWXZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08MXCQG85,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09NQ75RF7,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09PN35VJ9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08CMRGFFJ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B079WY7GRR,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09TH43SGS,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B091Q8JXX9,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B098124WJY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09295Z14G,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09SDXFFQ1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK67Y51,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z2YY3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3T3BV4,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09M768N86,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B085HS947T,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08B3Z2YY3,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B01M0XUV1S,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RPJD74Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09LTZ3XVM,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B099NSQP4Z,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3XM19N,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3JW9KT,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK9FZ47,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKCWNYM,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3T5QR5,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09KXPYTCZ,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B084KJFN62,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09K3JVNR1,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B089G1JQCK,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B092D2GLW2,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08N4QQDNL,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RKF56HF,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B09RK63SGY,INR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,B08CDQJ7CN,INR,IN,Easy Ship,False
