index,Order ID,Style,ship-state,ship-postal-code
49609,406-0292412-7809958,J0231,UTTAR PRADESH,201301
49610,408-5360432-5813151,JNE3366,TELANGANA,500015
49617,408-3461842-2081920,SET369,UTTAR PRADESH,226016
49618,408-3461842-2081920,J0280,UTTAR PRADESH,226016
49626,408-6737930-3789114,J0339,TELANGANA,500072
49627,402-2394398-0682735,J0348,KARNATAKA,560076
49632,405-1766259-3610725,JNE3869,TAMIL NADU,631501
49634,171-5844246-0209102,SET402,TAMIL NADU,600042
49636,406-8043786-6040319,J0003,TELANGANA,501505
49640,403-4129507-0759566,J0041,KARNATAKA,572102
49644,402-7914537-3523552,J0341,KERALA,682018
49649,402-1956260-3929908,JNE3619,WEST BENGAL,713335
49664,405-3949847-5870734,J0147,HARYANA,131001
49668,404-9218160-9182769,JNE3487,MAHARASHTRA,400051
49675,407-7789802-5937107,J0413,TAMIL NADU,629158
49679,403-5976582-3542707,JNE3798,KERALA,686672
49689,171-3225184-9032326,SET327,ANDHRA PRADESH,522017
49696,407-9773262-9660335,J0377,Goa,403002
49703,405-3391944-5904313,JNE3797,Gujarat,395003
49735,402-3849925-4208311,JNE3790,JAMMU & KASHMIR,180001
49739,405-2545501-9787550,J0341,MAHARASHTRA,421204
49743,171-5657822-4080351,J0041,TAMIL NADU,641301
49745,404-9785279-5481112,JNE3860,Gujarat,390011
49746,408-2759454-7027516,NW012,MAHARASHTRA,400607
49747,406-0643099-2511563,SET355,KARNATAKA,587301
49751,408-0338417-3148319,J0182,Gujarat,390020
49752,408-0338417-3148319,SET240,Gujarat,390020
49758,402-4611045-4313116,JNE3928,JHARKHAND,831005
49759,402-2274754-6723504,JNE3869,UTTAR PRADESH,208014
49766,407-9041571-2589127,JNE3638,MAHARASHTRA,411015
49777,402-2261614-6593156,SET403,TAMIL NADU,636402
49780,408-1606553-6060366,SET339,UTTAR PRADESH,201304
49782,404-8921647-6525126,SET327,ANDHRA PRADESH,534145
49791,406-2928230-8788363,JNE3706,MADHYA PRADESH,452010
49795,408-1313915-3328335,JNE3905,KARNATAKA,560099
49801,408-0550121-4389924,JNE3568,Gujarat,380061
49802,402-9435235-3564360,SET278,TELANGANA,500062
49803,402-7963816-0067556,JNE3797,UTTAR PRADESH,247001
49809,408-4369578-2690702,SET183,KARNATAKA,560060
49811,407-5239539-5542722,JNE3710,TELANGANA,500068
49814,406-0481887-7137937,JNE3797,TAMIL NADU,600021
49815,407-9386713-5693146,SET183,MAHARASHTRA,400101
49816,404-5421968-4875509,JNE3800,KARNATAKA,577501
49819,403-3360965-9649945,JNE3797,DELHI,110002
49833,404-3564532-5349147,JNE3797,MAHARASHTRA,400101
49834,408-1130970-8755520,J0126,Gujarat,360005
49840,402-8708604-0507516,SET286,RAJASTHAN,334022
49844,407-1454074-5798728,SET376,KARNATAKA,560067
49845,405-5436817-0228339,J0210,KARNATAKA,581320
49847,408-8645392-8413143,JNE3797,KERALA,683101
49853,404-7120146-1093969,JNE3894,KERALA,679577
49854,171-4358882-3195568,JNE3797,JHARKHAND,834009
49855,171-4358882-3195568,J0377,JHARKHAND,834009
49856,403-9104339-5587515,JNE3658,WEST BENGAL,734003
49861,407-4552963-9498767,JNE3645,UTTAR PRADESH,226025
49862,402-7942375-7983512,JNE3861,DELHI,110076
49864,405-8879878-0324314,J0181,HARYANA,122004
49870,407-5858184-2170763,SET327,KERALA,686673
49880,403-8675864-3821104,JNE3797,UTTAR PRADESH,226016
49883,403-5427447-6560353,SET327,ANDHRA PRADESH,524001
49884,405-9569558-8422702,JNE3801,MAHARASHTRA,411023
49893,408-3982800-6785146,SET320,BIHAR,800014
49909,406-1382847-5465114,SET219,KARNATAKA,560068
49911,406-7827033-3538736,SET333,KARNATAKA,560037
49918,402-9204656-4380325,JNE3749,KARNATAKA,560016
49920,406-7491848-1017104,J0157,KERALA,695563
49925,407-5366179-7446761,JNE3431,TAMIL NADU,600078
49928,171-2558690-3797924,J0281,HARYANA,122001
49934,405-3057514-1878767,JNE3797,UTTAR PRADESH,201005
49940,405-0231083-5375544,JNE3797,UTTAR PRADESH,201010
49945,403-8023416-6649167,J0251,ODISHA,760001
49955,406-7692601-4982717,JNE3568,UTTAR PRADESH,282001
49956,171-2241276-0799566,JNE3861,KARNATAKA,560010
49963,403-8728211-7876323,JNE3860,WEST BENGAL,700033
49970,404-9236500-1361906,SET341,DELHI,110059
49974,403-0492802-3703546,JNE3670,BIHAR,802301
49975,403-6116513-2663550,JNE3835,UTTARAKHAND,248001
49981,171-4773185-1481952,JNE3373,ANDHRA PRADESH,534462
49987,407-3093695-6286701,JNE2009,MAHARASHTRA,412806
49992,405-7715089-0868316,JNE3784,HIMACHAL PRADESH,177022
49993,404-3759125-1241958,JNE3403,Gujarat,370001
50005,408-4097305-3569966,JNE3869,DELHI,110059
50015,403-3337371-2778750,JNE3665,RAJASTHAN,305001
50021,406-1813489-1390755,JNE3800,KARNATAKA,560020
50024,171-3343065-8758738,SET343,TAMIL NADU,600085
50036,171-9022101-1617113,PJNE3568,MAHARASHTRA,400058
50042,408-6560647-7987502,JNE3790,TAMIL NADU,600018
50048,402-2942715-0621953,JNE3674,KERALA,678007
50060,171-3739546-1905106,JNE3468,MAHARASHTRA,421301
50061,408-9452224-5623507,PJNE3291,MAHARASHTRA,400067
50071,406-7055418-2742724,J0418,WEST BENGAL,700017
50072,408-4786102-5613167,AN213,KARNATAKA,560100
50081,408-1410383-8398705,SET333,TAMIL NADU,600053
50091,404-7601089-5422750,JNE3904,ASSAM,782002
50095,406-8238704-6645937,JNE3764,UTTAR PRADESH,201301
50099,405-0226430-0519563,SET293,MAHARASHTRA,441601
50102,406-3069524-1681153,JNE3265,TAMIL NADU,600073
50113,402-7598658-2561961,J0148,TAMIL NADU,641030
50118,404-1540328-6970769,JNE3800,KERALA,680751
50126,408-4633193-0952308,JNE3800,TAMIL NADU,602105
50137,404-2303375-0613123,J0236,MAHARASHTRA,441111
50139,404-7348705-8206736,JNE3800,TRIPURA,799001
50142,408-0796059-9564310,J0280,MANIPUR,795001
50146,171-6888095-8401128,JNE3869,MADHYA PRADESH,452010
50153,403-2988090-2789134,SET320,CHANDIGARH,160015
50161,406-5679624-8632306,SET306,MAHARASHTRA,400607
50171,408-6711306-5706760,SET183,MAHARASHTRA,411014
50174,406-0347864-4085161,J0281,UTTARAKHAND,247667
50179,404-1803574-5709940,JNE3468,MAHARASHTRA,400014
50181,408-0268386-3341140,JNE1233,HARYANA,122003
50183,403-4123598-1642707,JNE3567,TELANGANA,500033
50188,403-1327057-9311554,JNE3787,TAMIL NADU,641025
50189,403-1327057-9311554,JNE3546,TAMIL NADU,641025
50194,406-5800090-9485943,JNE3861,UTTAR PRADESH,221002
50195,407-2414990-0938731,SET218,UTTAR PRADESH,201002
50198,406-3938309-8931529,JNE3697,Gujarat,390025
50217,406-8789687-3497131,J0348,ANDHRA PRADESH,534006
50221,406-1982573-1502700,SET281,TAMIL NADU,600101
50222,406-1982573-1502700,SET285,TAMIL NADU,600101
50228,404-0656252-1477910,PJNE2270,DELHI,110070
50234,405-9082537-8633111,JNE3797,Gujarat,390021
50248,402-4105843-8777145,JNE3620,ANDHRA PRADESH,524407
50249,402-4105843-8777145,JNE3487,ANDHRA PRADESH,524407
50255,403-7209460-4457134,SET293,MAHARASHTRA,421301
50260,408-0772717-5223563,JNE3454,PUNJAB,140301
50267,406-0716613-7385916,JNE2100,MADHYA PRADESH,451115
50268,405-3609688-8650757,JNE3869,JHARKHAND,834001
50278,403-4648336-2594718,J0402,HARYANA,122004
50282,402-3555066-3229912,JNE2014,KERALA,680581
50287,404-7857037-1305901,SET327,TAMIL NADU,603209
50290,405-1196234-1909168,JNE3869,TELANGANA,505184
50293,406-9862314-8770727,J0157,MAHARASHTRA,400015
50301,403-9546141-7492325,J0088,HARYANA,122002
50302,403-9546141-7492325,JNE3645,HARYANA,122002
50312,404-1464092-7870720,SET183,JHARKHAND,831006
50314,406-5175041-0284339,MEN5016,TAMIL NADU,600042
50320,406-2833040-7467533,J0127,MAHARASHTRA,400607
50325,404-1841379-6375532,J0373,KERALA,691008
50327,405-7060648-6355569,J0008,ANDHRA PRADESH,524004
50331,408-7370041-4217118,PJNE3421,TELANGANA,500075
50335,406-2833370-2208311,PJNE3421,TELANGANA,500089
50337,407-6945195-9167518,JNE3797,KARNATAKA,581400
50341,408-3986211-5094704,MEN5008,TAMIL NADU,620006
50342,408-3986211-5094704,MEN5009,TAMIL NADU,620006
50343,408-3986211-5094704,MEN5006,TAMIL NADU,620006
50346,402-9743540-9438712,JNE3797,ASSAM,781123
50348,404-0280275-2431533,JNE3671,Gujarat,380061
50349,404-9881968-3152349,JNE1525,TELANGANA,500091
50362,403-3284189-1639557,J0401,MAHARASHTRA,400074
50364,402-9049584-9029915,SET393,ANDHRA PRADESH,516329
50369,403-8866490-4393154,JNE2153,TELANGANA,500024
50372,408-1506223-9129918,J0083,CHHATTISGARH,492004
50376,406-7637112-2029107,JNE3797,Gujarat,380013
50377,408-1208566-1673952,SET388,HARYANA,134109
50382,403-8607630-8349142,SET304,MAHARASHTRA,411051
50387,171-0406401-0247514,JNE3776,MAHARASHTRA,421201
50392,403-5033161-7598703,JNE3869,MAHARASHTRA,411041
50400,403-9198901-1618747,JNE3446,WEST BENGAL,700141
50408,404-0201020-7770704,JNE3869,ANDHRA PRADESH,515571
50409,407-2896774-4142754,SET037,JHARKHAND,826001
50410,408-2026130-8233924,JNE3797,BIHAR,800004
50420,405-4446784-2251543,SET145,UTTAR PRADESH,244221
50421,405-4446784-2251543,J0148,UTTAR PRADESH,244221
50424,404-6715908-4722725,JNE3265,KARNATAKA,560043
50432,406-9753271-1745900,J0181,Gujarat,388001
50433,406-8134609-5722762,JNE3567,KARNATAKA,560005
50435,408-7123255-6768338,J0117,UTTARAKHAND,248007
50437,404-2045113-7223515,J0118,MAHARASHTRA,400055
50441,403-2769820-9904364,JNE3568,TELANGANA,500027
50445,404-8062995-7260328,JNE3510,KERALA,682024
50466,402-0968739-3741967,SET310,KARNATAKA,560047
50469,403-6234551-3054748,SET223,HARYANA,122016
50475,402-5981108-9386759,SET223,KERALA,680322
50479,406-5306120-2760340,JNE3793,MADHYA PRADESH,462026
50512,171-0126540-3038753,SET327,ANDHRA PRADESH,515801
50522,408-5506182-4962732,J0013,UTTAR PRADESH,284135
50527,402-2173060-3756358,JNE2171,MANIPUR,795128
50531,408-3742709-6218733,JNE3797,KARNATAKA,560103
50535,171-9444032-8843562,JNE3619,ANDHRA PRADESH,532201
50541,403-6905397-1642756,JNE3724,MAHARASHTRA,413304
50542,408-5272930-3701954,J0083,DELHI,110084
50544,404-9507159-5021140,JNE3797,ANDHRA PRADESH,530011
50545,407-4531024-2632330,JNE3869,KARNATAKA,577598
50547,407-2907206-7086746,SET183,MAHARASHTRA,411003
50559,406-8987033-1900359,J0372,HIMACHAL PRADESH,175001
50569,406-6390570-8501912,NW034,TELANGANA,500090
50572,171-3121250-3414749,SET182,UTTAR PRADESH,210427
50577,171-6351608-1144362,SET183,ANDHRA PRADESH,533101
50578,404-5708393-7500364,JNE1233,TAMIL NADU,600040
50583,405-9498744-0469158,SET398,JAMMU & KASHMIR,184151
50587,405-9007010-0193163,JNE3821,TAMIL NADU,600056
50589,403-3901547-8371542,J0341,MAHARASHTRA,400079
50595,404-8008865-4349941,JNE3753,KERALA,691333
50597,171-9612354-7831504,SET325,KARNATAKA,560099
50598,406-2829692-2654739,JNE3869,KARNATAKA,560029
50605,408-1103163-1265911,SET347,PUNJAB,144001
50606,402-2070168-9009909,JNE3764,CHHATTISGARH,494001
50608,403-7116142-3364309,JNE3790,MIZORAM,796009
50609,403-7116142-3364309,JNE3384,MIZORAM,796009
50614,406-3783643-1039558,SET304,ANDHRA PRADESH,521151
50619,402-9132376-0355525,J0041,KARNATAKA,560090
50620,404-0324811-1134738,J0088,ANDAMAN & NICOBAR ,744101
50625,402-4103768-0729146,J0134,HARYANA,131001
50626,171-1640214-6081939,SET322,UTTAR PRADESH,201306
50633,407-8626893-4705957,JNE3869,WEST BENGAL,712136
50635,171-1435117-4107529,JNE3467,ANDHRA PRADESH,521121
50641,406-9397645-9872346,SET291,TELANGANA,500056
50643,402-1740214-2368326,JNE3797,KARNATAKA,560001
50648,404-6543499-9845138,JNE3466,GOA,403705
50653,404-5242736-6957962,JNE3797,WEST BENGAL,732101
50654,407-6493684-5549121,SET218,ODISHA,760001
50666,406-1804929-7507501,SET145,CHANDIGARH,160020
50673,404-3479240-2655522,JNE3671,MAHARASHTRA,411021
50676,406-0707440-1425152,JNE3797,ASSAM,781022
50679,406-9752437-5109106,J0415,MAHARASHTRA,400608
50684,404-9343426-4926726,SET398,KARNATAKA,560067
50691,407-4176572-7221142,SET183,HARYANA,126102
50695,403-5007074-1328301,JNE3673,MADHYA PRADESH,482009
50701,408-0681607-1624350,J0003,WEST BENGAL,713211
50703,404-1421024-4870766,SET408,JHARKHAND,834001
50709,404-2641464-5483514,JNE3709,TELANGANA,501301
50711,402-9854430-6426768,JNE1233,GOA,403515
50712,408-8804911-5257146,JNE3822,WEST BENGAL,700041
50714,402-4665386-2110759,J0343,ANDHRA PRADESH,534275
50716,405-7869258-3199552,J0341,WEST BENGAL,700091
50718,405-8469445-5990763,JNE3467,TAMIL NADU,638453
50725,407-0040356-9247523,JNE3797,TELANGANA,500047
50728,407-8295573-8774764,SET402,TELANGANA,505001
50735,405-5322579-0206730,J0207,TAMIL NADU,641105
50736,403-0277407-4664366,JNE3800,MAHARASHTRA,411040
50739,403-4872130-3962703,SET293,TELANGANA,500038
50745,402-4047820-7423522,BTM030,TAMIL NADU,600118
50748,404-9070915-7072328,SET145,DELHI,110092
50755,406-8110471-1007546,JNE3797,MADHYA PRADESH,452001
50756,403-4245842-1840340,SET205,KARNATAKA,560087
50760,402-5031375-8474763,JNE3404,MAHARASHTRA,422001
50761,402-5031375-8474763,JNE3606,MAHARASHTRA,422001
50763,407-7859640-7197124,SET145,UTTAR PRADESH,273003
50774,402-6316254-9389158,JNE3797,SIKKIM,737126
50776,406-9956984-9717118,SET278,PUNJAB,144621
50778,406-1117294-9190744,JNE3797,UTTAR PRADESH,211002
50779,408-9423950-3232300,JNE3838,UTTAR PRADESH,201011
50782,408-6324694-6678752,J0415,TELANGANA,500081
50784,402-0549206-7793934,JNE3797,MADHYA PRADESH,462026
50787,402-8649924-5224310,SET398,HARYANA,122009
50788,171-4526342-9085163,JNE2153,TELANGANA,500018
50793,405-2322241-9297125,J0148,MAHARASHTRA,400072
50794,408-6629574-8158753,JNE3487,KARNATAKA,560100
50796,171-1546028-0033141,SET048,MAHARASHTRA,400064
50797,406-7746052-3049118,SET329,KARNATAKA,560092
50800,405-8770627-4833165,JNE3567,MAHARASHTRA,400059
50801,402-0405661-5646768,JNE3869,TELANGANA,502285
50805,407-9758460-8822765,JNE3905,WEST BENGAL,700026
50806,171-0710720-3199553,JNE3861,TELANGANA,500026
50812,405-7987292-3363554,J0013,HARYANA,122004
50818,407-7791028-6677956,SET341,ODISHA,769005
50821,171-4391794-3309135,JNE3680,TAMIL NADU,600095
50826,408-0834649-0456344,J0413,TELANGANA,500090
50828,402-3024282-7704338,PJNE3421,KARNATAKA,575005
50829,402-6123528-5780341,J0005,PUNJAB,144040
50831,408-9584570-9357933,SET327,ANDHRA PRADESH,530008
50832,406-5549752-0412345,SET329,KARNATAKA,577132
50833,408-5760288-7561114,JNE3384,RAJASTHAN,342001
50841,402-1782277-8021963,SET397,TAMIL NADU,629165
50854,404-2259519-5132336,J0340,Gujarat,380013
50855,406-9911230-2165934,JNE1233,JAMMU & KASHMIR,180001
50876,408-5373898-7821926,J0340,UTTAR PRADESH,201301
50878,408-7210534-3169940,MEN5011,WEST BENGAL,700032
50886,404-2359527-4088355,J0041,MAHARASHTRA,411028
50893,402-8118685-8437115,JNE3768,KERALA,673655
50894,402-8118685-8437115,SET374,KERALA,673655
50895,406-9333439-1000363,JNE3865,HARYANA,122001
50905,171-8861966-4225919,JNE3627,UTTAR PRADESH,221001
50907,402-6296213-5849103,SET184,MAHARASHTRA,400101
50909,171-8742266-1811501,SET397,TAMIL NADU,628103
50915,406-2992839-7385165,SET258,TAMIL NADU,641007
50917,402-4559462-5398757,J0341,TELANGANA,500014
50924,404-3979418-1468343,NW016,MAHARASHTRA,400603
50926,408-9310852-6380304,JNE3800,ANDHRA PRADESH,517501
50928,406-6613007-3276309,JNE3861,DELHI,110070
50932,407-7942966-3728324,SET227,UTTAR PRADESH,201304
50937,408-8187628-9430712,JNE3797,MADHYA PRADESH,462011
50947,171-6117297-2137121,SET347,KARNATAKA,560092
50951,403-4221296-3221955,SET343,KARNATAKA,560076
50952,405-1488644-8545128,J0295,Gujarat,380060
50960,408-2768972-2920329,SET343,MAHARASHTRA,414005
50970,405-0730734-9193966,JNE3797,MAHARASHTRA,416416
50984,402-5808296-0943537,SET310,UTTAR PRADESH,226016
50992,402-3155642-8920338,JNE3710,TAMIL NADU,632405
50995,407-6372426-5637964,JNE3468,MAHARASHTRA,421201
50996,402-3256984-2774736,JNE3800,TAMIL NADU,621210
51000,404-7672831-2392318,JNE3861,MAHARASHTRA,401107
51014,402-0739620-3818720,J0305,Gujarat,380005
51016,403-2349146-9273921,JNE3567,MAHARASHTRA,400092
51021,404-3396963-3404340,JNE3510,NAGALAND,797112
51030,405-3160062-2052356,J0416,PUNJAB,160062
51032,406-8640155-1074746,SET310,KARNATAKA,560025
51036,408-2327164-4409957,JNE3838,ANDHRA PRADESH,533102
51037,171-5843884-4389914,JNE3797,UTTAR PRADESH,211001
51040,408-7594611-2689113,J0282,UTTAR PRADESH,226015
51046,405-7992341-0144354,SET402,ANDHRA PRADESH,522006
51057,405-1777410-1727556,J0377,MAHARASHTRA,444707
51065,404-7625911-7388337,J0011,ODISHA,751024
51066,171-6011499-0764365,SET183,KARNATAKA,560056
51067,402-4693702-2357112,JNE3709,RAJASTHAN,302016
51069,404-3449641-8503547,JNE3793,TAMIL NADU,600037
51072,407-7495141-2925929,J0380,JHARKHAND,827001
51073,171-5161796-1681140,JNE3726,HARYANA,122017
51082,406-1929726-5385137,JNE3543,RAJASTHAN,305801
51083,403-4215944-7394761,J0118,KARNATAKA,560102
51093,406-7357432-7610743,SET304,KERALA,678684
51099,402-4841607-6444338,JNE1906,HARYANA,121003
51105,404-8212581-0718745,SET397,KERALA,695003
51106,405-8751981-9040342,JNE3810,MAHARASHTRA,421501
51110,402-6180670-7371514,SET183,TAMIL NADU,600005
51114,408-8555506-8784369,MEN5013,TAMIL NADU,600058
51118,407-2625977-5370729,J0281,Gujarat,395007
51120,408-2296896-0959537,SET355,HARYANA,123401
51122,406-4142026-2038750,NW005,ASSAM,784028
51125,405-2174377-3697125,JNE3506,TAMIL NADU,641004
51131,402-8718774-8825959,J0373,MAHARASHTRA,442605
51139,171-5871573-2933130,JNE3627,TAMIL NADU,600023
51142,171-0462079-9663500,J0396,MAHARASHTRA,421301
51143,171-1140894-8493108,J0197,MAHARASHTRA,411038
51147,406-3728136-7913100,JNE3800,MAHARASHTRA,400092
51154,404-4199716-9753166,JNE3870,MAHARASHTRA,400075
51161,408-4944240-6841920,SET327,TELANGANA,500013
51164,171-3438468-3948353,SET277,BIHAR,800020
51166,406-6204172-3115567,JNE3892,RAJASTHAN,305001
51172,171-9726966-2172302,JNE3797,MAHARASHTRA,411040
51174,402-1126139-5449166,J0333,DELHI,110085
51182,407-1432010-0573123,SET257,UTTARAKHAND,248001
51185,171-9727600-3972312,SET340,UTTAR PRADESH,226029
51190,406-2793976-7750757,SET327,KERALA,686573
51220,406-0746196-6800307,J0413,HARYANA,122011
